"Time-Step";"flow-time";"tensao-a";"tensao-b";"tensao-c"
412;0.03433196;961.2159962688038;-203.3769545055563;-1255.285386344019
413;0.03441529;956.810648889669;-169.4483504200165;-1248.906201287501
414;0.03449862;953.4314144778725;-131.4944111948948;-1237.823678910847
415;0.03458195;950.0808084267194;-90.58991057098258;-1228.668557117464
416;0.03466528;946.7220778154059;-45.62174543884564;-1221.097430822257
417;0.03474861;943.7309612801903;2.820004563017882;-1209.896912215727
418;0.03483194;939.8517670937267;53.53684259869561;-1204.688274564789
419;0.03491527;935.8388891554623;107.2511472599757;-1199.382534864138
420;0.0349986;932.1381637522015;164.2779054138432;-1189.562691112618
421;0.03508193;926.6339037591567;222.7608642963045;-1180.20881034552
422;0.03516526;920.7105677416529;282.7851962636109;-1170.520937084026
423;0.03524859;913.4200945226266;343.4223084964657;-1160.487084409628
424;0.03533192;904.8312395276879;404.6968441521329;-1149.733187335002
425;0.03541525;895.2312790822409;465.4151444290457;-1139.870805030109
426;0.03549858;884.3949586796996;525.5809192522677;-1129.884928689669
427;0.03558191;873.4790055384776;585.3167122561536;-1118.90336185178
428;0.03566524;860.8782998917022;642.4127662467781;-1105.49925447821
429;0.03574857;848.2009863782667;696.1654039202833;-1092.964613276635
430;0.0358319;834.8171813417429;746.0037594484934;-1080.832464046202
431;0.03591523;819.3137383320534;788.4395163909528;-1068.860520860422
432;0.03599856;809.6919485789463;835.726555860445;-1049.988540915781
433;0.03608189000000001;791.8581168912115;866.8230128644418;-1039.248528940836
434;0.03616522;774.2482028585315;896.5070624679073;-1027.299122592905
435;0.03624855;757.9575748944835;922.1809684004404;-1011.509434606644
436;0.03633188;732.0346385555564;934.2437699958251;-1005.583368058709
437;0.03641521;712.6002015040564;951.971567468157;-990.2197076154428
438;0.03649854;705.1416913665224;980.8358568368657;-958.3809379746332
439;0.03658187;677.5331082629766;983.5803301385035;-951.2746693233463
440;0.0366652;656.5732193204042;989.64809771252;-931.8387724788629
441;0.03674853;632.3499588782898;991.425575739959;-915.2535002078191
442;0.03683186;605.5979380636734;993.4165372305247;-898.9181552270871
443;0.03691519;576.6114254055447;994.2098582183065;-882.0943151483845
444;0.03699852;545.1681165498107;993.3612433659481;-865.6526593597354
445;0.03708185;510.0243456241545;990.1751600760005;-848.3582969218361
446;0.03716518;469.8971293270005;982.9252790610331;-830.8764792329279
447;0.03724851;424.5912732374712;974.4971440338469;-812.0886308629539
448;0.03733184000000001;372.2633967840262;963.9147528901811;-792.6357495929689
449;0.03741517;311.7382106660372;951.3528848013495;-772.4508252232982
450;0.0374985;245.7283887480011;936.5574731222418;-751.4426103328736
451;0.03758183;176.3922914972397;922.3571054576369;-729.5268806952349
452;0.03766516;104.6198180018182;907.6761148914748;-706.5891161516846
453;0.03774849;31.51147832440421;892.9767740442154;-682.8839547666378
454;0.03783182;-41.72352774263475;880.1338207714923;-660.2812391059164
455;0.03791515;-114.8879943077807;868.5840341155613;-637.4422631154075
456;0.03799848;-187.7440185776721;858.511178140171;-613.6291464426065
457;0.03808181;-260.3987788764123;848.4062113252398;-589.8889549679
458;0.03816514;-332.3890525630794;839.9404368976894;-566.4255362444479
459;0.03824847;-403.5249302402362;832.1536395974766;-543.0594098019408
460;0.0383318;-473.540305467049;825.010925839278;-520.5369641524062
461;0.03841513;-542.11296343392;818.8779683368522;-498.8480193635153
462;0.03849846;-607.1696558051235;815.050315815345;-477.1991465120722
463;0.03858179;-669.2865409227367;811.3779015398611;-455.908995739447
464;0.03866512;-726.5510310073022;808.8192218436941;-435.3664407641933
465;0.03874845;-779.1105832827241;807.1546672387464;-415.3418456809726
466;0.03883178;-826.8166429646393;805.9027327979328;-395.2363468710549
467;0.03891511;-868.2594998784765;805.6182826755073;-375.8333781721902
468;0.03899844;-905.959328606171;805.8112465178057;-356.0404828046799
469;0.03908177;-936.5755993297917;805.7038433531438;-336.268406978264
470;0.0391651;-960.8314152817794;805.8357741129047;-315.8407794649044
471;0.03924843;-981.1826114540571;806.5743139866119;-294.8092529869646
472;0.03933176;-997.0905279671881;806.4522316934114;-272.2225230236178
473;0.03941509;-1009.240452365814;806.3469699311468;-248.6477408381125
474;0.03949842;-1017.515662838871;805.7276033539852;-223.4714000054638
475;0.03958175;-1027.043043468545;803.7042096926829;-195.5731910768113
476;0.03966508000000001;-1034.516569835468;801.836770583325;-164.712347627584
477;0.03974841;-1040.355937051096;800.3962216423987;-130.1346135274297
478;0.03983174;-1043.556715406056;798.2585484923779;-90.88360449016436
479;0.03991507;-1047.518471761564;795.2447051723832;-46.30788852352686
480;0.0399984;-1049.664165950079;791.9529783144487;3.308803724413829
481;0.04008173;-1052.265498253537;787.471928011397;57.0963755678932
482;0.04016506;-1052.305040246032;782.6562221716157;114.8400840001632
483;0.04024839;-1054.981196621102;776.0155530981939;175.5511185854727
484;0.04033172;-1057.316974499857;767.9868408218381;238.7800986831109
485;0.04041505;-1058.319044251808;759.0958879943124;303.9605901121822
486;0.04049838;-1058.598360044936;749.9431003345076;370.3041224405379
487;0.04058171;-1058.612118279043;739.6593480647662;437.2326742026641
488;0.04066504;-1058.536413225391;729.7415186375624;504.2739021635614
489;0.04074837;-1058.766735592132;718.5605591341989;570.8145166352359
490;0.0408317;-1058.443326928254;705.9941358604937;636.823218278933
491;0.04091503000000001;-1057.343305832293;692.7154373514154;701.9848569376302
492;0.04099836;-1056.295778417496;679.1102086105469;766.3004023014415
493;0.04108169;-1054.825473254268;663.211066991475;829.3261529084538
494;0.04116502;-1053.416615736124;646.0086368107354;890.4583814817893
495;0.04124835;-1048.653577895402;628.1917843642315;949.2150556046009
496;0.04133168;-1045.325191421701;609.5572248013221;1004.598717238526
497;0.04141501;-1041.677765603268;589.0758901351909;1055.593802937549
498;0.04149834;-1035.458257341669;567.7155319713829;1102.058838256325
499;0.04158167;-1027.536772405456;545.6236976165134;1143.198496735125
500;0.041665;-1020.69986485702;522.3013230195239;1178.979932199468
501;0.04174833;-1012.651060352797;498.0951384251538;1209.357245723507
502;0.04183166;-1005.680705719052;472.4189358653822;1232.36538296195
503;0.04191499;-998.2798130192897;446.1158328815447;1248.405778956303
504;0.04199832000000001;-991.8920515596745;420.1240956219026;1260.677983232873
505;0.04208165;-986.7777211473572;393.1684088575121;1270.241676675824
506;0.04216498;-981.884077151732;365.9649993240968;1275.222441999275
507;0.04224831;-977.5452858942074;339.9137282647921;1277.36248385463
508;0.04233164;-973.0775054004065;314.0856373002752;1277.729445161727
509;0.04241497;-969.420025687496;287.8182354055678;1273.993319484439
510;0.0424983;-965.7547738911252;260.3805141643162;1265.924451777998
511;0.04258163;-961.8925831682591;231.38826734885;1258.475496208693
512;0.04266496;-958.3451493473282;199.6691247369096;1252.726632049125
513;0.04274829;-956.7806591860821;165.1050803708133;1247.134052237893
514;0.04283162;-956.2501167566296;126.8716151093419;1237.942796059054
515;0.04291495;-956.6679688772706;85.06729623695306;1228.109719308965
516;0.04299828;-954.3029209842757;39.53577117759812;1215.76932664898
517;0.04308161;-951.7329107883462;-7.956133913928203;1208.934294175817
518;0.04316494;-947.3657282050093;-58.48879584643538;1200.35675502877
519;0.04324827000000001;-941.6581934657812;-112.4946141010227;1189.312084237152
520;0.0433316;-936.3769949021347;-168.9599719473775;1179.329447621378
521;0.04341493;-929.8020293718749;-227.1325697917862;1169.875014133748
522;0.04349826;-921.6910839342256;-286.2820399443854;1160.918858937116
523;0.04358159;-913.3942781601588;-346.7157390703593;1149.950207499612
524;0.04366492;-904.457551368807;-407.8376626490662;1139.4288589585
525;0.04374825;-893.5804847323487;-468.1288234027423;1130.396177830522
526;0.04383158;-881.6459834813273;-527.8640568610547;1120.897105586763
527;0.04391491;-869.6898973795677;-587.5107562903867;1109.798950686222
528;0.04399824;-857.6217038511344;-644.6694558506667;1097.416735165766
529;0.04408157;-840.8388432614718;-691.2084370890954;1091.728882188529
530;0.0441649;-832.6406772425753;-745.4155510597777;1074.840787616696
531;0.04424823;-820.6691031075828;-790.7653200822098;1062.977070809507
532;0.04433156;-811.1749892255623;-834.5749645896648;1045.465271170795
533;0.04441489;-795.8426806496655;-868.7046032725392;1034.667720678494
534;0.04449822;-783.9589556489059;-905.5001525623089;1016.592859973523
535;0.04458155;-763.0196101088849;-925.6961696089057;1007.438568037868
536;0.04466488;-738.2489068363852;-936.8136778455279;997.5607775383755
537;0.04474821;-720.8154414236903;-956.663196770759;979.7221425511226
538;0.04483154;-705.5652577006954;-977.1388998799191;958.3839368604231
539;0.04491487;-682.3354643170002;-985.4999831550771;942.8836325569919
540;0.0449982;-657.4400599123218;-989.286676333099;928.0409066220176
541;0.04508153;-631.0729425085387;-991.0984304880334;911.2090862619897
542;0.04516486;-603.7153846096551;-992.5282269264874;895.727587402494
543;0.04524819;-574.4695223019278;-991.5872294806021;879.3175967185012
544;0.04533152;-543.1888947245661;-989.1955011096811;863.2058795395797
545;0.04541485;-507.8625819938511;-984.7951611322572;846.050737188377
546;0.04549818;-467.7644531425118;-977.7279812346734;828.2029890889048
547;0.04558151000000001;-422.6988564991693;-968.4308581754907;809.9909175133042
548;0.04566484;-370.3501937795277;-956.4283762233508;790.994455056695
549;0.04574817;-310.0503471670775;-943.3090898059723;770.9233897600072
550;0.0458315;-244.1697482922814;-928.7426296280667;750.9022086481199
551;0.04591483;-174.926590716358;-915.2675674666051;729.1758904610917
552;0.04599816;-103.1673714361515;-900.5361150610747;705.6961499257789
553;0.04608149;-30.45111562590211;-886.9653757174357;682.6021598435564
554;0.04616482;42.78023248302787;-874.3923626886894;659.2127792649836
555;0.04624815;116.3727965344731;-861.0455321216567;636.0998544060686
556;0.04633148;189.1453155134156;-851.9416850237949;612.6161168831792
557;0.04641481;261.9069236206778;-841.2055007531598;589.920579029254
558;0.04649814;333.9020761367694;-832.7620089845577;567.0993095298695
559;0.04658147;404.9125104273861;-826.2672179815913;543.4884866008726
560;0.0466648;475.1723313956448;-818.2483548688059;520.4220429609562
561;0.04674813;543.2330522899383;-814.0988369602229;498.565302901588
562;0.04683146000000001;608.5146148099964;-809.6391715404981;476.8883687743777
563;0.04691479;670.4238898489721;-805.6564214175473;456.3547954460715
564;0.04699812;727.7591336262019;-803.6770485207878;435.8742890285775
565;0.04708145;779.9843449958462;-802.3732672850742;415.9555077790989
566;0.04716478;827.1013439328382;-801.4759046832647;396.0568590968277
567;0.04724811;869.0140014894998;-801.7549676728554;376.3779059454628
568;0.04733144;906.6236601766649;-801.4124153320183;356.2045821822533
569;0.04741477;936.8842213075928;-801.5014737643922;336.447700681576
570;0.0474981;961.4490044151208;-801.1815304043868;316.4181006184026
571;0.04758143;981.9987135133745;-801.3034373761534;295.1828725162339
572;0.04766476;998.0363586300152;-800.8887603714527;273.09621455616
573;0.04774809;1009.957415422391;-800.8548886725815;249.6075476129818
574;0.04783142;1020.571637080525;-799.2635571896944;224.2891446624916
575;0.04791475000000001;1029.360815899952;-798.6504746999681;196.5255005311835
576;0.04799808;1035.701865288829;-797.708928782789;165.7138743297044
577;0.04808141;1040.743013352469;-796.2172426969387;131.3141292961565
578;0.04816474;1043.739857308138;-794.6589347884834;91.91356627836758
579;0.04824807;1046.757314086947;-791.6903566522209;47.47679847974612
580;0.0483314;1050.236113604006;-788.2168973389096;-1.791621748703482
581;0.04841473;1052.736744380458;-783.3409171383903;-55.41745983184713
582;0.04849806;1055.018706155118;-777.6853315012714;-112.898327749057
583;0.04858139;1057.255302117985;-770.0776102381564;-173.4440396306898
584;0.04866472;1058.817572649907;-762.1185814776563;-236.4928876984555
585;0.04874805;1059.204974108526;-753.5820397958749;-301.6856126161069
586;0.04883138;1059.960523577231;-744.3729457464144;-368.0568521215739
587;0.04891471;1060.421288911763;-734.502584432699;-435.0170731504753
588;0.04899804;1060.57396884398;-724.1845268726661;-501.966443208995
589;0.04908137;1060.364728283094;-713.1118196043757;-568.6711918239104
590;0.04916470000000001;1060.510438880287;-701.0736248830332;-634.6597809007783
591;0.04924803;1059.688781800447;-688.2074015032139;-699.7275789353341
592;0.04933136;1059.296630779386;-673.4558686374448;-763.9046713652021
593;0.04941469;1058.313718149402;-657.9903089328794;-827.0792427734466
594;0.04949802;1053.964799755259;-641.7364548472535;-888.3240813023865
595;0.04958135;1049.160675222395;-623.8156960529284;-947.345913347273
596;0.04966468;1044.164360845476;-604.9330430435123;-1002.832760289832
597;0.04974801;1037.880488662162;-584.6481073236295;-1054.050632847552
598;0.04983134;1031.638220762441;-563.8400485019763;-1100.646119678566
599;0.04991466999999999;1024.265259559958;-542.1376501555391;-1141.857736052411
600;0.049998;1017.321995710757;-518.9126903975553;-1177.677464326695
601;0.05008133000000001;1010.536243652965;-494.6698520740666;-1207.666751837775
602;0.05016466;1004.557253721982;-469.6998025609196;-1231.205841384114
603;0.05024799000000001;997.7472335578684;-443.8352748797905;-1247.285850922544
604;0.05033132;991.3344688728931;-418.2619952046344;-1260.108005491954
605;0.05041465000000001;986.2531113876501;-392.3214773479183;-1269.045856884999
606;0.05049798;981.9196607010945;-366.2841302855068;-1273.250141434384
607;0.05058131;977.7743418776358;-341.0228228684744;-1275.171122500598
608;0.05066464;974.7013273904458;-315.7715670890448;-1275.465217941289
609;0.05074797;970.1897555693814;-289.7425872495478;-1271.479897926418
610;0.0508313;968.0125860014793;-261.9210846070914;-1263.783639444742
611;0.05091463;965.4950733620774;-232.0642774345326;-1258.201968018559
612;0.05099795999999999;963.1664022181661;-200.2914831507898;-1253.323449841517
613;0.05108129;960.9946192628765;-164.8441478616072;-1243.975095733322
614;0.05116461999999999;960.5251230295866;-126.4285715196125;-1233.651303537657
615;0.05124795;960.0802544719767;-85.02616747106659;-1224.518083605806
616;0.05133128000000001;957.3961285791106;-40.55508400427021;-1218.157689284277
617;0.05141461;953.2957577809499;7.160697818457657;-1210.413967877934
618;0.05149794000000001;948.1735120566484;58.29228872577535;-1199.633768879289
619;0.05158127;942.0108721656401;112.5871016811688;-1188.269152427599
620;0.0516646;935.1124915120192;169.2034671470793;-1177.57579696366
621;0.05174793;926.4053996858487;227.2145500228506;-1166.565061948396
622;0.05183126;918.6348664677686;286.8173035919812;-1158.067843635426
623;0.05191459;912.3781125710368;349.3387940533484;-1144.739158941976
624;0.05199792;900.7328154914486;407.7833996742334;-1137.802985887282
625;0.05208125;888.0466055905724;465.9274014862247;-1130.764694976233
626;0.05216458;880.9797492071416;530.1515444879176;-1115.559411558202
627;0.05224790999999999;870.2573292743967;589.7059841107516;-1104.73387883787
628;0.05233124;859.2920042719951;646.8231839674644;-1093.060937386616
629;0.05241457000000001;847.3154400545519;700.9474569080778;-1080.895636873986
630;0.0524979;835.2104229313888;750.7631357877324;-1068.447051836577
631;0.05258123000000001;823.2402414658586;796.5308547940737;-1055.06519587868
632;0.05266456;809.0623087261605;834.0748479356147;-1043.840142016529
633;0.05274789000000001;797.4995164212929;872.5545681039661;-1029.168242300569
634;0.05283122;785.4574713153218;906.8050116347387;-1013.777571897124
635;0.05291455;771.3548441721823;932.9189758690401;-998.3395242568408
636;0.05299788;754.8093729921369;954.8775043702032;-982.0218832633129
637;0.05308121;736.2700930909721;971.1865375149505;-966.5482052725265
638;0.05316454;717.2829486866375;983.8505419841907;-951.4544078127019
639;0.05324787;693.7715205921561;989.6520737437114;-938.2882204242068
640;0.0533312;669.973015834247;992.0082245963948;-923.3211178670326
641;0.05341453;648.4887488608259;996.5967692874794;-905.9084484065818
642;0.05349785999999999;622.2739074699922;996.7935846213354;-890.6613556547887
643;0.05358119;594.3342819729734;994.8765444704703;-875.6280959596875
644;0.05366452000000001;562.5466694036328;992.0751649138881;-859.9752526578037
645;0.05374785;526.3177058218001;986.6995884180762;-843.7155743562332
646;0.05383118000000001;484.4111787923172;979.6770121242796;-827.1037475697074
647;0.05391451;435.1960220379272;969.9545285095884;-809.5789940046986
648;0.05399784000000001;378.7081645291366;957.4232265706881;-790.7104224249384
649;0.05408117;315.1836497679684;942.8997399871422;-770.4644847480913
650;0.0541645;246.9083977800209;929.1583545345738;-750.2384311420767
651;0.05424783;175.2068361482484;913.7557395763653;-729.9603532973317
652;0.05433116;101.9338860303421;898.484014133119;-708.3357530776583
653;0.05441449;28.57711167172911;885.8553464258982;-684.4879230490093
654;0.05449782;-45.07502618368719;872.8815776699495;-660.5023604998431
655;0.05458114999999999;-118.5358931875102;861.3404364288427;-636.5811101921597
656;0.05466448;-191.6491946922229;850.9625942035954;-613.2067311970815
657;0.05474781000000001;-264.1830483205025;842.1444989486165;-589.868343914855
658;0.05483114;-336.196628738978;833.9445723908786;-566.2468919670584
659;0.05491447000000001;-407.5769691539908;825.9534461228453;-543.9493120919404
660;0.0549978;-478.0044456159603;818.8342940412992;-521.8358727721341
661;0.05508113000000001;-546.1921756415181;812.5952506744939;-500.3990613488145
662;0.05516446;-611.0744103266171;808.6635406556317;-477.5079111498497
663;0.05524779;-672.5946154876126;804.8045894708347;-455.9070056133451
664;0.05533112;-729.1893749775228;802.9463144129979;-435.5005448080353
665;0.05541445;-781.977131894407;800.432160654262;-416.3003464634569
666;0.05549778;-828.6525873166371;799.5136218730615;-396.7740122099133
667;0.05558111;-871.1163313734738;799.1063371603194;-377.2937920437456
668;0.05566444;-908.7061011513335;798.1763216907858;-357.492725916448
669;0.05574777;-938.7920845956002;797.8984115739098;-337.7815210628407
670;0.05583109999999999;-964.0400553498508;797.5543770297393;-317.8434656547731
671;0.05591443;-984.8211653616652;797.344201937467;-297.0251436524139
672;0.05599776000000001;-1001.026105244479;798.1805278704439;-275.3059423054934
673;0.05608109;-1012.295442001312;797.3753730788112;-252.4251573779989
674;0.05616442000000001;-1020.325982510728;797.4600321660175;-227.7654736627408
675;0.05624775;-1030.540356585224;795.1961672611189;-199.9342239960625
676;0.05633108000000001;-1038.810725448848;794.207515093723;-169.3016130875463
677;0.05641441;-1044.60464476178;792.0722553757431;-134.668483582346
678;0.05649774;-1046.420665274533;790.4154891160454;-95.1563247774796
679;0.05658107;-1046.585586106038;788.318643749137;-50.48083859409405
680;0.0566644;-1049.327185375547;784.6623589770835;-0.8328606143594449
681;0.05674773;-1052.045288629427;780.3194394573419;52.91504496367935
682;0.05683106;-1053.344433254885;774.9022219323621;110.6613588785284
683;0.05691439;-1054.546708661038;767.5431679256807;171.4899581650452
684;0.05699772;-1055.039422598727;760.0716637937122;234.8973649049391
685;0.05708104999999999;-1056.282085629853;751.4931083625248;300.0989547858477
686;0.05716438;-1056.86376163104;742.0018625151455;366.6122007361503
687;0.05724771000000001;-1055.953482439826;732.3950614596506;433.7468765796487
688;0.05733104;-1056.764523275439;722.387294652347;500.901189856993
689;0.05741437000000001;-1056.580259905458;710.9632181459119;567.435540691442
690;0.0574977;-1055.599139059949;699.2687734990951;633.7354009365741
691;0.05758103000000001;-1053.969130596545;686.7212538577338;699.0620599269374
692;0.05766436;-1052.804380047003;672.0806623099427;763.3288143748745
693;0.05774769;-1049.673015125851;657.1523934232314;826.7760870664856
694;0.05783102;-1048.552155127452;640.0821668556107;887.6990817002491
695;0.05791435;-1045.497784902046;622.1563085388285;946.7294234122506
696;0.05799768;-1043.28594045283;603.4620283921834;1002.13590514591
697;0.05808101;-1039.798656570484;583.1082780936337;1053.080224960011
698;0.05816433999999999;-1035.938703171342;562.390985483436;1099.540514402414
699;0.05824767;-1030.751268843971;540.6697556223753;1140.684981279133
700;0.05833100000000001;-1025.394921449365;518.0627230044292;1176.916392263556
701;0.05841433;-1019.321739395842;494.8354442957568;1207.490519678577
702;0.05849766000000001;-1012.621660918456;469.7513530635337;1230.579047157649
703;0.05858099;-1006.072863533876;444.0097333409993;1247.024073413895
704;0.05866432000000001;-999.2435684779612;418.4895973950416;1259.813055234585
705;0.05874765;-993.2929965150529;392.2730297201352;1268.573118399718
706;0.05883098;-987.904963303658;365.9335011398472;1273.053437046229
707;0.05891431;-981.9930408951782;340.3950357594631;1273.581821819655
708;0.05899764;-978.2298776123515;314.4424366505829;1272.891367509907
709;0.05908097;-973.9667765639232;288.2025390316443;1271.297806680799
710;0.0591643;-970.2650268360923;260.627561991081;1266.985845754534
711;0.05924763;-966.2550324353738;231.3184097015695;1262.186811948421
712;0.05933096;-961.8827975910078;200.1014078660407;1254.458607932035
713;0.05941428999999999;-957.3002243870169;165.5610821106677;1244.641752952299
714;0.05949762;-952.8579109532698;128.2337311748024;1236.591717110952
715;0.05958095000000001;-949.5591333043717;87.84872234746865;1230.004643165531
716;0.05966428;-946.3331998759326;43.08742687934914;1221.137640257072
717;0.05974761000000001;-943.4818736501952;-5.086446213389347;1210.230349687607
718;0.05983094;-940.4540208714654;-56.56769389264323;1199.122190126218
719;0.05991427000000001;-936.0161436275145;-110.8970086030192;1188.504468668865
720;0.0599976;-931.4069753416154;-167.8312287599902;1178.096819428151
721;0.06008093;-922.6588041503567;-223.3103709949097;1169.285923634516
722;0.06016426;-920.2539031572509;-290.8656943588119;1154.158674550256
723;0.06024759;-912.1049707070783;-351.9051228417262;1144.554921340198
724;0.06033092;-897.2353502503803;-405.2722804034673;1138.22251854667
725;0.06041425;-889.339201298858;-470.7647502870297;1125.518821376133
726;0.06049758;-874.724413086939;-526.4070463108537;1118.183283239492
727;0.06058091;-865.2082756693703;-587.8104948620717;1105.550581015578
728;0.06066424000000001;-853.8474119353557;-645.0938179113697;1093.34196087296
729;0.06074757;-842.0539076007421;-699.9240692825059;1080.546955127396
730;0.06083090000000001;-824.9151501223373;-742.0073448908774;1074.143029841836
731;0.06091423;-817.1508618554819;-794.6914907422978;1053.029448754941
732;0.06099756000000001;-801.9587538193686;-834.8848724016979;1043.021184408879
733;0.06108089;-784.9519602432463;-866.4568691742024;1032.277625388938
734;0.06116422000000001;-769.9148672206398;-898.79346090604;1018.92648532453
735;0.06124755;-751.9983321717419;-922.9484972294347;1002.690818211617
736;0.06133088;-734.6151977363743;-946.0669963136866;988.058032833827
737;0.06141421;-714.7489301842876;-960.079921516393;973.2716670533133
738;0.06149754;-695.4136461611688;-973.8900895645526;956.8185156764436
739;0.06158087;-679.0567423717878;-988.9725724134858;936.5850786480788
740;0.0616642;-654.1804459609347;-990.0791944072699;921.7328933470228
741;0.06174752999999999;-629.2362517561597;-992.0446425224562;906.7173591309477
742;0.06183086;-602.6625317122463;-992.3550904142811;891.697541991252
743;0.06191419000000001;-573.9520098644859;-991.5702058764271;876.5594611467764
744;0.06199752;-542.918323057256;-989.9282604396814;860.0690187592911
745;0.06208085000000001;-508.0123192362951;-985.5944616934397;842.8073026103995
746;0.06216418;-468.2843955471714;-979.009746293853;825.5293059813638
747;0.06224751000000001;-423.3871567634928;-969.8404623356637;806.523510925801
748;0.06233084;-371.6096368385208;-958.5732169134783;787.6783265862509
749;0.06241417;-311.4904072662821;-944.8315655503732;768.202025372423
750;0.0624975;-245.5659368991403;-928.7968069228821;748.9664842277544
751;0.06258083;-176.1612863235727;-914.7654471512125;727.5051222714727
752;0.06266416;-104.276382544021;-898.8008400667944;706.2303083053756
753;0.06274749;-31.68959675555491;-887.080036715454;683.1293295096508
754;0.06283082;41.81696111272462;-872.8283900455248;660.5952054880419
755;0.06291415;114.9468886685205;-862.2693030935;636.8512354047256
756;0.06299747999999999;188.1103080473379;-851.177964963599;614.0322564247563
757;0.06308081;260.5146585939517;-842.5875739079784;591.1488602710588
758;0.06316414000000001;332.431202841508;-833.9915766148692;568.298876572537
759;0.06324747;403.3701303384372;-826.8625580975146;546.338774797356
760;0.06333080000000001;473.520107503569;-820.5319692956778;523.7738011995503
761;0.06341413;542.0102364972349;-814.8555414613447;502.6262793557412
762;0.06349746000000001;607.5426080948429;-809.9669950238929;481.0897159428677
763;0.06358079;669.7660427009388;-806.0733072859413;460.0967064728162
764;0.06366412;726.857321929671;-803.7600761613318;439.5905199294567
765;0.06374745;779.1654291481752;-801.7368197752992;419.7102127095982
766;0.06383078;826.3661354279022;-800.5122994600631;399.2650086867006
767;0.06391411;868.7593668843796;-799.6946207347983;379.0027264831579
768;0.06399744;906.435494345809;-799.0092833166862;358.3662035113189
769;0.06408077;936.5632572724645;-798.8018668940988;338.429491524639
770;0.0641641;961.3645723387675;-797.9247864663396;318.124899722453
771;0.06424743000000001;981.5134225455797;-797.7870620228164;296.785205479178
772;0.06433076;997.7246187950828;-796.9964881362658;274.545691873779
773;0.06441409000000001;1010.649455710953;-796.151348251283;250.4617988020551
774;0.06449742;1021.179157330184;-794.8648438342765;225.0811977256184
775;0.06458075000000001;1029.055634955546;-794.2425101314266;197.3715499086451
776;0.06466408;1034.349091782931;-793.4857147333767;166.4364261009568
777;0.06474741000000001;1039.311231124467;-791.6374784486165;132.0237371395176
778;0.06483074;1043.108796525014;-789.7855502399935;92.90403936252476
779;0.06491407;1045.151489322992;-787.192704513852;48.67997350482547
780;0.0649974;1048.346680293136;-783.3709877338424;-0.4294686185834825
781;0.06508073;1050.770302231186;-778.3906897179519;-53.84106236846774
782;0.06516406;1053.270844368761;-772.836681830844;-111.2230662583509
783;0.06524739;1053.596202962434;-765.2431074567539;-171.5718339805686
784;0.06533071999999999;1056.633168623533;-758.2306723202181;-234.7452818964105
785;0.06541405;1058.755579700185;-749.3007152356854;-299.5394813332567
786;0.06549738000000001;1058.702313382277;-740.3042609292835;-365.8917691074885
787;0.06558071;1060.08165023587;-730.5117369149503;-432.7858266767018
788;0.06566404000000001;1061.666370175406;-720.267106724405;-499.772442013464
789;0.06574737;1061.206467531189;-709.5646022192171;-566.469993557353
790;0.06583070000000001;1061.194396253762;-699.0434322262506;-633.010596703999
791;0.06591403;1062.084720391152;-685.5913233267233;-697.9577415407284
792;0.06599736;1060.804624303068;-670.9258869385538;-761.9711661395526
793;0.06608069;1058.030716015533;-655.5416357101443;-825.1783866616071
794;0.06616402;1055.467879612057;-638.9327799696671;-886.2710518124488
795;0.06624735;1052.679362362868;-620.8731317712529;-945.15866832136
796;0.06633068;1048.562443399391;-602.3029601940375;-1000.690676110678
797;0.06641401;1042.272327481565;-582.0906866891905;-1051.47039402457
798;0.06649734;1034.169445597878;-562.2211640446625;-1098.183321084381
799;0.06658066999999999;1027.224024013202;-540.6440023304924;-1139.202819965997
800;0.066664;1019.247576536258;-518.802889338068;-1175.976730071921
801;0.06674733000000001;1010.307257385799;-495.9298263199521;-1205.919731247157
802;0.06683066;1004.209659187583;-470.7526844915033;-1228.533101155416
803;0.06691399000000001;996.0982314681117;-445.2640541284379;-1244.35086781261
804;0.06699732;990.9802527649936;-419.3341264135864;-1256.565485463637
805;0.06708065000000001;984.5088002780913;-393.4252605345252;-1264.24484137124
806;0.06716398;979.6935959936355;-366.5662579032042;-1269.095429933839
807;0.06724731;975.5299486551434;-340.0218684765121;-1270.839049588771
808;0.06733064;971.5899984636885;-314.2059225755517;-1270.686802249986
809;0.06741397;968.6570100135289;-287.852186922419;-1268.554243085541
810;0.0674973;965.356090379962;-260.5734829948898;-1263.907875535443
811;0.06758063;963.0699587523663;-231.5258190117926;-1257.698886758404
812;0.06766396;960.2109509632268;-199.9825736186576;-1249.205529238967
813;0.06774729;956.7903266311806;-165.1861926782831;-1237.343668372408
814;0.06783062000000001;954.4666941599683;-126.9455231752128;-1224.64881920407
815;0.06791395;951.5372753320917;-85.31502538047377;-1211.354531528004
816;0.06799728000000001;946.9559166325275;-40.90460305258122;-1202.739992810823
817;0.06808061;942.0839526248119;6.667731447163101;-1194.0907414868
818;0.06816394000000001;936.6693163274634;57.4235745886178;-1187.558936220826
819;0.06824727;931.1327999034742;111.2309624395294;-1178.839497582645
820;0.06833060000000001;924.894300078196;167.9619524525275;-1167.331141298315
821;0.06841393;919.0706264797558;227.3380449136345;-1155.167395600637
822;0.06849726;910.8705197920403;286.275266015061;-1146.577907482301
823;0.06858059;902.4837752517309;346.4344972250561;-1137.632317647877
824;0.06866392;894.2607498480959;408.1492288032326;-1125.048715794783
