Time-Step;flow-time;jmag(plano-eletrodos-a);jmag(plano-eletrodos-b);jmag(plano-eletrodos-c)
409.0;0.033947;18125580.68067958;8324137.225351783;7074706.338074623
410.0;0.03403;17780004.5314378;7716140.605114779;7418832.521409804
411.0;0.034113;17553288.38402624;6995092.167968175;7792723.234318429
412.0;0.034196;17121274.70652141;6422943.874804644;8143103.053853917
413.0;0.034279;16866589.54361443;5591501.73531476;8556238.828759842
414.0;0.034362;16348216.6815231;5049862.82845984;8976171.676748222
415.0;0.034445;16051533.93864914;4239875.872594479;9417672.654730726
416.0;0.034528;15564415.98541373;3702049.473814716;9832359.781781979
417.0;0.034611;15136810.43462883;2991521.046776887;10203123.8065872
418.0;0.034694;14720377.06779113;2424663.633559378;10562952.98780996
419.0;0.034777;14257489.85815507;1819081.212231824;10891077.46348844
420.0;0.03486;13868670.99286929;1287641.124284037;11191966.626031
421.0;0.034943;13372849.87552768;755519.7291104472;11461383.12708553
422.0;0.035026;12949511.68679818;272442.8640195912;11717122.480725
423.0;0.035109;12479876.57629907;279014.8447527233;11953352.27203755
424.0;0.035192;12048150.07563921;727069.4207093877;12184023.17638949
425.0;0.035275;11560518.78313503;1213757.937827928;12400577.78096068
426.0;0.035358;11085490.73784392;1735982.581040761;12623822.26652759
427.0;0.035441;10573297.40506368;2319454.813467088;12819896.27795323
428.0;0.035524;10057448.09327196;2946266.243783799;12996901.86694374
429.0;0.035607;9524094.930723023;3602713.46608157;13208803.21525792
430.0;0.03569;8995652.453304062;4252361.960735284;13358695.0433581
431.0;0.035773;8455455.829069445;4898999.105106518;13527630.0699283
432.0;0.035856;7939398.05004329;5528105.649189934;13703090.73161907
433.0;0.035939;7416358.726208796;6136679.31865731;13818073.74818904
434.0;0.036022;6899546.434441593;6736529.131466867;13980118.51297271
435.0;0.036105;6412577.913707032;7311675.180002552;14095147.48432468
436.0;0.036188;5932672.013465709;7868689.526687562;14229517.11396244
437.0;0.036271;5468717.421318146;8415838.978275124;14346911.1838194
438.0;0.036354;5009092.086755428;8955313.55710989;14465469.85067162
439.0;0.036437;4559248.732390849;9489776.104787488;14586276.45008309
440.0;0.03652;4117257.310688318;10057701.84498862;14726172.30074591
441.0;0.036603;3672546.204866666;10806851.92319463;15009398.83081909
442.0;0.036686;3253281.835579785;11747634.8185864;15433634.10677082
443.0;0.036769;2872546.373389931;12877918.52495385;16003978.60992503
444.0;0.036852;2510362.397451763;14167488.77189366;16696201.43672047
445.0;0.036935;2160542.991859142;15449005.35210439;17427383.28852998
446.0;0.037018;1821177.828119088;16543881.53028807;18082524.81565802
447.0;0.037101;1492366.447369041;17508631.92488696;18599544.96580481
448.0;0.037184;1175109.890678999;18352277.28779036;18902902.92651005
449.0;0.037267;863718.9690811115;19093926.31173178;19197918.63125953
450.0;0.03735;556008.558792193;19651802.28556009;19250075.52017849
451.0;0.037433;253355.4731843933;20150631.81345871;19315632.35503522
452.0;0.037516;48270.950323646;20502002.09209581;19123838.31460254
453.0;0.037599;344130.3063282013;20866376.88289379;19061508.78049741
454.0;0.037682;639996.3980966314;21084806.59197567;18714182.70854591
455.0;0.037765;933451.5775524349;21335039.98736484;18507816.09272569
456.0;0.037848;1225832.286215775;21460835.10084066;18058691.20466226
457.0;0.03793100000000001;1515389.320366838;21619651.27493599;17754821.2790021
458.0;0.03801400000000001;1804810.250893975;21689177.59551825;17290589.1512268
459.0;0.03809700000000001;2093079.285899238;21762894.08212281;16899687.50193929
460.0;0.03818000000000001;2376305.565315082;21787522.06990435;16447315.38515713
461.0;0.03826300000000001;2657866.850677839;21750845.84462781;15902495.32319605
462.0;0.03834600000000001;2938803.086480173;21747478.20375932;15503863.01532398
463.0;0.038429;3218523.976540836;21614865.72653853;14833222.83014499
464.0;0.038512;3494360.319800426;21538080.89790903;14379721.19912547
465.0;0.038595;3768276.718404361;21351129.09891019;13695360.68481786
466.0;0.038678;4041015.98482463;21199501.60194775;13190669.1431197
467.0;0.038761;4315301.096953952;20928891.11241334;12449697.98884284
468.0;0.038844;4587065.565197023;20726794.07969172;11915123.55766857
469.0;0.038927;4871112.501601591;20446440.39830153;11206581.47401968
470.0;0.03901;5157804.326942739;20177192.21414802;10585130.02381254
471.0;0.039093;5456622.099735503;19866895.62747661;9901418.225056324
472.0;0.039176;5757472.091045803;19548170.05659432;9235161.474806102
473.0;0.039259;6078089.969522092;19193844.66764655;8543249.134600487
474.0;0.039342;6398938.707501363;18808233.41567902;7843001.679986854
475.0;0.039425;6724615.221461265;18458812.42163524;7174181.097041095
476.0;0.039508;7104516.878685129;18142975.54490785;6513291.412663565
477.0;0.039591;7516181.417535853;17755434.45330491;5843260.443566083
478.0;0.039674;7932065.105485415;17483885.46013543;5192067.550251323
479.0;0.039757;8346584.098580904;17111738.07543556;4520526.783510692
480.0;0.03984;8787670.07946902;16766783.9998272;3865250.202068286
481.0;0.039923;9220504.215618191;16307285.38026781;3202232.030894298
482.0;0.040006;9635751.062181368;15927732.88442125;2571753.368050214
483.0;0.040089;10015671.00280064;15407373.63602125;1917808.24272198
484.0;0.040172;10363716.09565678;14780479.4668515;1278032.312653128
485.0;0.040255;10693607.87728534;14071360.43040948;640490.6102062225
486.0;0.040338;11007515.19058567;13425675.37756843;112276.36631196
487.0;0.040421;11257685.74796443;12723768.30892957;356177.0583964335
488.0;0.040504;11507937.25060988;12070882.59559675;754618.5853674276
489.0;0.040587;11744215.28634272;11379000.49322767;1119111.99340128
490.0;0.04067;11994296.2645113;10824115.28111452;1456336.250568741
491.0;0.040753;12271882.86610735;10353273.02851247;1779646.241816488
492.0;0.040836;12516134.52386712;9878791.397372395;2098257.789293793
493.0;0.040919;12781367.12972063;9488482.556620363;2403780.727062593
494.0;0.041002;12998859.66053478;9020538.595152201;2708996.6729398
495.0;0.041085;13236484.23481148;8685994.405028954;2998860.140672598
496.0;0.041168;13447951.60101389;8354212.764056785;3282502.123233497
497.0;0.041251;13711192.82563443;8127518.68380283;3548199.625141401
498.0;0.041334;13923020.81287937;7929861.432875529;3813304.893624232
499.0;0.041417;14202271.10752948;7777826.161544073;4080961.731831247
500.0;0.0415;14526121.59999245;7755003.59852292;4348462.659926083
501.0;0.041583;15164949.6166511;8065965.779006732;4609586.470959784
502.0;0.041666;15458712.64558677;8169904.923903175;4882141.571865961
503.0;0.041749;16730120.68789814;9138987.313472224;5136967.094034997
504.0;0.041832;16732857.47834111;8956556.338585068;5424465.970885467
505.0;0.041915;17770828.25199786;9769835.074807039;5689662.03261279
506.0;0.041998;17864425.07895003;9370419.043203995;5998434.647166615
507.0;0.042081;18282879.2898395;9552098.459901063;6293426.228514589
508.0;0.042164;18143396.28552223;8778875.932059323;6632947.725735069
509.0;0.042247;17924379.69117536;8565493.892751912;6948139.455539636
510.0;0.04233;17831043.53766965;7707185.622908224;7306127.4414537
511.0;0.042413;17191667.80507373;7063309.173897937;7670020.483254526
512.0;0.042496;17249305.0928735;6369913.003335123;8033925.522274738
513.0;0.042579;16543092.95200208;5731676.470503514;8408546.505966078
514.0;0.04266200000000001;16450585.67248332;4954402.995872706;8841408.282752711
515.0;0.04274500000000001;15807329.27599237;4404067.136277372;9265808.105687274
516.0;0.042828;15568564.78425663;3518836.925531359;9717119.373387668
517.0;0.042911;14966507.90101276;3072106.572319285;10088579.4759144
518.0;0.042994;14640647.25097173;2332327.036492892;10461107.56805924
519.0;0.043077;14204884.88070264;1834850.547014525;10789188.43711706
520.0;0.04316;13720693.43818356;1281882.073247381;11096672.08491053
521.0;0.043243;13299392.27953075;775569.7460153013;11391315.65701171
522.0;0.043326;12846765.80018898;307800.9167957327;11651908.13342357
523.0;0.043409;12419206.390249;215243.639996784;11889750.79998985
524.0;0.043492;11946933.69384145;651843.5120884847;12122929.30610732
525.0;0.043575;11541072.20886119;1104424.273552177;12344338.62299719
526.0;0.043658;11111751.02359262;1605525.585049982;12553390.8373525
527.0;0.043741;10518530.37683381;2211983.636531107;12757523.81233733
528.0;0.043824;10151748.93319582;2798684.634829133;12959646.43792519
529.0;0.043907;9572156.01254557;3461456.804678683;13138795.2129501
530.0;0.04399;9121386.794467766;4093286.431736887;13325367.86382367
531.0;0.044073;8573411.796358604;4740506.420518091;13492892.11167538
532.0;0.044156;8054959.14354686;5369012.550106527;13654290.48171896
533.0;0.044239;7587023.167297836;5966230.681865717;13800981.5923127
534.0;0.044322;7088506.256919193;6561252.770973178;13941226.62343876
535.0;0.044405;6602270.246542953;7131861.908971559;14078367.00270067
536.0;0.044488;6134932.192841404;7689110.116617371;14200071.81877089
537.0;0.044571;5673672.220786709;8241730.85551827;14337895.60339901
538.0;0.044654;5210846.566628226;8785558.393373206;14439483.61755648
539.0;0.044737;4758514.213199494;9338744.532457681;14599114.8447227
540.0;0.04482;4312007.483748794;9943765.241669701;14733026.80078751
541.0;0.044903;3881727.160008886;10755577.97756632;15116657.76523574
542.0;0.04498600000000001;3438158.001054512;11720757.5028562;15473343.89135185
543.0;0.045069;3030148.83274384;12922324.55814009;16229471.51229392
544.0;0.045152;2643806.986694014;14014685.21349608;16334687.31248398
545.0;0.045235;2297429.601913932;15395784.61676312;17705735.44341771
546.0;0.045318;1951683.789452105;16363809.29092476;18054125.57385275
547.0;0.045401;1618581.185776456;17406943.38037086;18756216.04833555
548.0;0.045484;1297282.183944958;18237302.61784891;19049919.28335007
549.0;0.045567;987818.2494590253;18994436.49307441;19367359.82873367
550.0;0.04565;680651.567847114;19562733.48732705;19401437.92478728
551.0;0.045733;376840.9037897937;20069887.29939106;19429787.48800265
552.0;0.045816;75114.151500092;20436572.16001412;19246904.47284172
553.0;0.045899;224132.5697259349;20779194.27345824;19103294.08448826
554.0;0.045982;520890.7775597367;21014151.7911035;18772269.01909645
555.0;0.046065;815693.0816324352;21240667.13396424;18503568.33348816
556.0;0.046148;1108404.30806638;21386277.5295742;18090525.05360926
557.0;0.046231;1399808.645438986;21524619.22251978;17714870.20870573
558.0;0.046314;1690228.948548684;21592798.63125689;17235698.4807494
559.0;0.046397;1979522.920609105;21646373.340774;16783390.09733788
560.0;0.04648;2265818.595587807;21646302.16075824;16266520.14782379
561.0;0.046563;2547574.732860976;21613754.39322912;15725819.6270021
562.0;0.046646;2831260.510789083;21585872.85739933;15251059.12303608
563.0;0.046729;3112157.119493605;21467835.78210181;14600064.93814969
564.0;0.046812;3390200.121761819;21399375.28049918;14128085.53671759
565.0;0.046895;3665515.027840654;21215938.90101404;13429908.80142754
566.0;0.04697800000000001;3941585.018462342;21068884.18611089;12885341.26825134
567.0;0.04706100000000001;4215840.166344848;20855271.24689888;12219877.17902687
568.0;0.04714400000000001;4488715.66940823;20653636.30528865;11640863.73152361
569.0;0.04722700000000001;4772207.634416378;20372112.16278038;10902926.22062497
570.0;0.04731;5060634.053711251;20138312.09933089;10348063.96611009
571.0;0.047393;5365482.634929551;19778819.48060752;9487398.436982067
572.0;0.047476;5659118.294707733;19550960.57385562;9065699.909544116
573.0;0.047559;5978846.218959981;19061068.5713126;7933596.441762882
574.0;0.047642;6293967.609642202;18883847.1777856;7770356.183673684
575.0;0.047725;6622218.090739836;18479644.10349199;6868201.757721346
576.0;0.047808;6998393.705376613;18160278.60963398;6352434.947197762
577.0;0.047891;7389901.67142883;17787323.44071392;5581069.521153441
578.0;0.047974;7806857.907579478;17448505.99329938;4993590.314743708
579.0;0.048057;8221987.419929116;17105395.87058496;4318788.200814551
580.0;0.04814;8659267.830105623;16782356.57807472;3708965.171589585
581.0;0.048223;9106465.645688506;16438490.08090051;3091291.801313411
582.0;0.048306;9526099.483039344;16035470.23484398;2500289.385122228
583.0;0.048389;9923785.167619763;15647025.60275664;1903990.817271152
584.0;0.048472;10299944.75843384;15138698.01106142;1315316.321595302
585.0;0.048555;10644903.1708785;14583910.48596762;765587.1615038707
586.0;0.048638;10958651.0748611;13846835.70703228;239131.8875286963
587.0;0.048721;11227324.24589104;13251084.45214057;206153.8809809486
588.0;0.048804;11467346.68632845;12589062.69440892;600183.7124128178
589.0;0.048887;11709056.39867019;11891824.84258939;964315.6431592316
590.0;0.04897;11971910.22609151;11259950.39422744;1307197.073792878
591.0;0.049053;12238613.06722734;10732282.22659294;1634081.21350994
592.0;0.049136;12476281.59307551;10231646.46047467;1955354.68755509
593.0;0.049219;12764653.53352753;9803037.128457466;2266510.580839418
594.0;0.049302;12966125.80690402;9346322.56082009;2570619.301943889
595.0;0.049385;13216977.3198504;8888847.688378034;2871264.050585525
596.0;0.049468;13399566.67039268;8566611.828868773;3156310.406667536
597.0;0.049551;13700144.50708415;8316560.645932472;3429512.601967528
598.0;0.049634;13878813.64900993;8097840.455204276;3692390.584319723
599.0;0.049717;14225195.45979592;7951541.926809392;3959000.721201926
600.0;0.0498;14601057.65014789;8107716.430807177;4221484.649469444
601.0;0.049883;15423093.1527183;8443117.851354383;4482921.89630192
602.0;0.049966;16110383.84789367;9180932.104071952;4731560.222527248
603.0;0.050049;16846058.92162596;9177995.161324847;5016297.588531747
604.0;0.050132;17504137.4989848;10195046.00892299;5254091.552340311
605.0;0.050215;17968542.43417242;9710849.910276914;5557360.678420253
606.0;0.050298;18300260.72268171;10247768.09801314;5827465.928695614
607.0;0.050381;18217649.83410298;9258925.180565283;6157577.740086005
608.0;0.050464;18295824.25425775;9321750.438485546;6458625.395745518
609.0;0.050547;18032402.49944381;8373180.22892113;6804585.311871101
610.0;0.05063;17931589.66514006;8198105.021592877;7128152.926727917
611.0;0.050713;17520853.36229146;7031156.707821723;7503655.290759521
612.0;0.050796;17221333.53860239;6851642.146518859;7840069.885920588
613.0;0.050879;16833522.83157089;5696993.380167874;8223393.557857647
614.0;0.050962;16458757.84929672;5472176.567237705;8619170.601098143
615.0;0.051045;16036913.50685145;4393638.3928605;9087460.094099997
616.0;0.051128;15594567.65954934;4088413.414629416;9505842.060899463
617.0;0.051211;15225197.7872475;3183068.143324943;9930480.28445551
618.0;0.05129400000000001;14732023.01911741;2745313.889496733;10266821.00844171
619.0;0.05137700000000001;14402514.83162879;2095578.509148502;10638227.57426006
620.0;0.05146000000000001;13704759.08943766;1502927.892168612;10960949.0570824
621.0;0.05154300000000001;13610582.43404068;1056911.357534306;11258799.66913849
622.0;0.05162600000000001;12958071.92429986;530719.9750905497;11500929.50059342
623.0;0.051709;12775548.82255383;164470.1135277254;11752772.22593338
624.0;0.051792;12094977.27452845;434716.9618214351;11979280.52711128
625.0;0.051875;11862715.16420923;850768.1154986336;12210595.51486523
626.0;0.051958;11251129.06434868;1418324.013002914;12452700.81784304
627.0;0.052041;10837033.18868358;1971453.165820032;12636718.15708795
628.0;0.052124;10335575.3755998;2589679.401329846;12839857.66205597
629.0;0.052207;9816053.109204348;3234661.031030917;13050142.3384361
630.0;0.05229;9259287.10252437;3888298.372233552;13212234.73091073
631.0;0.052373;8816929.137622518;4500436.993142403;13408042.38284675
632.0;0.052456;8245868.062747184;5142635.739473237;13557371.4006573
633.0;0.052539;7791790.271433003;5735371.631396738;13721783.70948993
634.0;0.052622;7297370.258665528;6328713.529287271;13872813.870603
635.0;0.052705;6804996.666805274;6899156.46830951;13980413.70836491
636.0;0.052788;6323946.769979853;7459557.610292776;14147595.85953844
637.0;0.052871;5860974.884390383;8001446.716912705;14226006.02686162
638.0;0.052954;5393625.080902305;8555986.16940019;14421587.8901794
639.0;0.053037;4935286.253050219;9075341.886930326;14440036.68176869
640.0;0.05312;4488489.13081181;9647543.897829717;14698648.17148124
641.0;0.053203;4045388.870703092;10295329.77055076;14780255.06204628
642.0;0.053286;3609219.595929614;11212586.49942489;15353002.57684447
643.0;0.053369;3172992.410595979;12195091.80984278;15552904.6225096
644.0;0.053452;2803804.655184865;13543753.05145726;16613630.81035102
645.0;0.053535;2435978.897438914;14721771.76241348;16951727.84463392
646.0;0.053618;2097634.780115786;15945010.76082038;18017391.97088434
647.0;0.053701;1754647.919933962;16855884.75273781;18270754.68265069
648.0;0.053784;1428806.017929262;17897179.13514473;19008812.7069892
649.0;0.053867;1114703.830130195;18608288.21293151;19102769.74533449
650.0;0.05395;807727.5575125731;19333390.65177167;19456011.17261557
651.0;0.054033;501038.5308084239;19818620.59261511;19371402.588354
652.0;0.054116;198573.9402948454;20280464.1752353;19363920.47287947
653.0;0.054199;102601.2444740125;20605405.55482438;19130357.87267233
654.0;0.054282;399410.0374753986;20913295.47605092;18947762.3468596
655.0;0.054365;695242.4924584772;21116526.75775563;18583892.83837158
656.0;0.054448;989047.4016772559;21323116.2921669;18293120.68699061
657.0;0.054531;1281438.917275538;21434619.08153731;17833651.07618674
658.0;0.054614;1571648.813501009;21554447.5897054;17450079.03722988
659.0;0.054697;1862217.830836557;21590070.89126178;16928450.79961974
660.0;0.05478;2149605.317282225;21641795.85887826;16503124.03378591
661.0;0.054863;2433893.920326957;21612743.18607817;15936176.07655957
662.0;0.054946;2716545.571711024;21598483.66495498;15462929.15982736
663.0;0.055029;2998403.654709294;21507654.0431761;14852697.39994692
664.0;0.055112;3278203.814776173;21427718.80322666;14321912.94254626
665.0;0.055195;3555316.313474895;21278154.37571884;13672121.52440915
666.0;0.055278;3828699.687546658;21132598.51848169;13120470.19256309
667.0;0.055361;4105202.304479968;20931782.0127111;12451066.37865813
668.0;0.055444;4377627.099219327;20728589.33410199;11880247.18561118
669.0;0.055527;4657418.999342607;20485007.49453884;11196103.4398097
670.0;0.05561;4943068.090248763;20246264.37169297;10598853.09602913
671.0;0.055693;5244701.225691426;19931091.56089592;9842506.633678729
672.0;0.05577600000000001;5535109.603016919;19675747.18578418;9299609.827940583
673.0;0.05585900000000001;5840886.469806174;19304120.03132206;8477796.462559178
674.0;0.05594200000000001;6166823.503952302;19029698.22500132;7975432.105235585
675.0;0.05602500000000001;6490840.482136782;18621236.55315728;7126712.007295795
676.0;0.05610800000000001;6836057.602999018;18314516.01432031;6606573.17963165
677.0;0.056191;7228636.399239169;17929081.06485974;5830826.988996549
678.0;0.056274;7635666.961387969;17573246.75069961;5236869.871440359
679.0;0.056357;8054129.673691003;17215388.42786913;4548797.016565496
680.0;0.05644;8478967.726910708;16874455.85207644;3938934.297116289
681.0;0.056523;8926946.473849857;16484903.51310049;3299365.374742336
682.0;0.056606;9358423.089933252;16141684.32779637;2706069.180044823
683.0;0.056689;9764643.688428242;15760680.23060525;2104147.142818788
684.0;0.056772;10156719.3165968;15361453.45152172;1544342.98500539
685.0;0.056855;10502975.76409345;14774079.68369963;971465.1967737477
686.0;0.056938;10834395.34386464;14183855.35431379;448467.9729697832
687.0;0.057021;11114416.07290976;13456322.60770521;43329.30666681296
688.0;0.057104;11371779.31426757;12876192.91055025;442074.9512509907
689.0;0.057187;11598412.88535758;12144197.21522752;820027.6031023642
690.0;0.05727;11865217.92057678;11497823.11899767;1168924.480805082
691.0;0.057353;12113097.29074357;10885338.87562841;1505405.674248244
692.0;0.057436;12374143.92165343;10413516.83288766;1826597.273412318
693.0;0.057519;12620850.74302065;9906552.370324695;2144823.747962711
694.0;0.057602;12909060.67633692;9532456.370820776;2448731.087555517
695.0;0.057685;13074303.23447643;8997044.127795586;2754701.060636772
696.0;0.057768;13337187.09052177;8657365.341415834;3044778.18408655
697.0;0.057851;13499775.07222861;8342083.604843613;3323579.20074873
698.0;0.057934;13836210.96531641;8140329.509005385;3591292.128053598
699.0;0.058017;14013742.66388082;7929389.698845869;3853085.639657192
700.0;0.0581;14416632.78237902;7927309.14823742;4118637.346135305
701.0;0.058183;14935857.23932834;8090833.836150271;4385983.676763107
702.0;0.058266;15766887.45518031;8735857.792033376;4638199.022817108
703.0;0.058349;16343825.08383272;8989740.396177076;4907064.373768178
704.0;0.058432;17293416.55248471;9926943.604771785;5158253.736803458
705.0;0.058515;17318449.19924527;9227080.505186426;5462701.941532454
706.0;0.058598;18206710.35617191;10212023.1050439;5720533.328594489
707.0;0.058681;17556968.56195876;8826599.639785836;6053589.44040511
708.0;0.058764;18572124.46195222;9603237.58540618;6340909.249024661
709.0;0.058847;17505915.95956573;8134140.334506807;6690299.987916837
710.0;0.05893;18309554.33422838;8506513.17802443;7008347.90765442
711.0;0.059013;17608626.98388971;7363616.51403983;7368240.466613417
712.0;0.059096;17543795.11241059;7160831.4274121;7718266.159937537
713.0;0.059179;17102620.30006968;6003763.661840696;8094195.609883924
714.0;0.059262;16712991.91705125;5813946.920801476;8473527.234274544
715.0;0.059345;16383363.79217653;4641073.542800096;8946491.80123488
716.0;0.059428;15862953.96016843;4415850.701700768;9360120.747528395
717.0;0.059511;15527808.72697328;3395569.411712668;9795861.431143293
718.0;0.059594;14997030.70565348;3033278.056066621;10156640.37886357
719.0;0.059677;14520569.22014039;2324251.996541871;10520299.92830665
720.0;0.05976;14267555.2200626;1849783.99730294;10860094.49950538
721.0;0.059843;13652909.60182994;1256489.472496082;11138990.44552302
722.0;0.059926;13327143.68636773;764998.187290319;11419974.70388513
723.0;0.06000900000000001;12827263.66750108;280348.2284006967;11678908.51132891
724.0;0.06009200000000001;12462146.05916515;233549.782289677;11912150.06872248
725.0;0.06017500000000001;11955065.97613648;692760.3241967993;12145748.1399407
726.0;0.06025800000000001;11522420.2576598;1170585.387638945;12384578.70721105
727.0;0.06034100000000001;11042709.93313774;1705492.565092293;12586046.24347888
728.0;0.06042400000000001;10538871.7616698;2298496.114942329;12773962.6057682
729.0;0.06050700000000001;10088439.04042212;2919751.431887326;13004661.95849709
730.0;0.06059;9437879.255472453;3607087.245363091;13159596.58250171
731.0;0.060673;9038389.104776666;4222378.4233581;13360577.25718826
732.0;0.060756;8469904.143934445;4873103.027395396;13512204.81894642
733.0;0.060839;7980189.341736478;5493246.564009311;13682923.95363077
734.0;0.060922;7499793.49590633;6098058.410414248;13830609.01652693
735.0;0.061005;6999268.824059807;6688265.720194533;13961499.99129609
736.0;0.061088;6507518.239814827;7262408.878583345;14098394.64989493
737.0;0.061171;6044847.817425154;7810552.644557863;14220675.21549344
738.0;0.061254;5575998.48961422;8366339.733358533;14354639.15550201
739.0;0.061337;5111116.04910004;8903954.177801082;14455903.5820393
740.0;0.06142;4660344.845684747;9459282.049856976;14624226.40285806
741.0;0.061503;4215630.033661424;10058267.60072554;14755074.93807703
742.0;0.061586;3782299.02960123;10881175.09793609;15157252.13867603
743.0;0.061669;3342850.786112742;11844517.00251896;15501495.5227089
744.0;0.061752;2947190.410639999;13054936.49379523;16271899.37933103
745.0;0.061835;2578851.641728276;14259424.8851638;16690052.54327013
746.0;0.061918;2228403.861428115;15564374.28141277;17770586.36414316
747.0;0.062001;1884335.176513357;16478802.66821945;18035925.73599087
748.0;0.062084;1555505.686411244;17545676.46789442;18828793.03557977
749.0;0.062167;1234658.581886689;18300172.45699928;18957292.55038486
750.0;0.06225;927933.0855951227;19073710.20371372;19378022.96564164
751.0;0.062333;621560.4914749858;19559121.49603134;19263436.20726214
752.0;0.062416;318901.6850838944;20088148.70159566;19367111.81641218
753.0;0.062499;19068.8111250476;20471875.46996848;19213333.46259955
754.0;0.062582;281680.2169408244;20801600.43964354;19033454.31219857
755.0;0.062665;578042.543972653;21046581.84146727;18732080.5922615
756.0;0.062748;872975.9817196258;21261032.95404871;18427802.44171827
757.0;0.062831;1165269.722832505;21409363.07807495;18032094.61104305
758.0;0.062914;1456723.483392508;21530837.25553339;17625160.58607445
759.0;0.062997;1746880.540139472;21602413.12677185;17154590.29293502
760.0;0.06308;2036628.438058499;21652623.26089736;16699199.37354702
761.0;0.063163;2321127.416888067;21651942.84883733;16177754.67061029
762.0;0.063246;2603493.969215389;21632703.7216211;15670631.91463537
763.0;0.063329;2887314.665025033;21560122.00379596;15088486.49206136
764.0;0.063412;3167891.815187746;21481992.06304941;14546512.98222866
765.0;0.063495;3446683.434644426;21350149.81419109;13921924.34708202
766.0;0.063578;3720696.815987154;21207027.42831292;13355828.32802182
767.0;0.063661;3996799.924317019;21026501.2087053;12713536.518098
768.0;0.063744;4271140.374430628;20821515.49478255;12120556.01895644
769.0;0.063827;4544828.20928562;20596483.73258136;11469510.62519972
770.0;0.06391;4829663.305431834;20356341.87517691;10848453.05385451
771.0;0.063993;5119737.64850184;20077792.90447937;10163686.05535805
772.0;0.064076;5419781.795422604;19799974.98759346;9537876.344448704
773.0;0.064159;5716431.561500169;19467219.09534424;8816880.568816593
774.0;0.064242;6039327.366893853;19161427.10354949;8203418.493725998
775.0;0.064325;6362136.205258044;18766785.64871486;7421471.53128477
776.0;0.06440799999999999;6691007.280723068;18449256.23992626;6857338.967942758
777.0;0.064491;7064952.685338566;18075039.80130027;6104322.357069669
778.0;0.064574;7473240.131885039;17732847.33862729;5492647.217440682
779.0;0.064657;7898643.658867103;17379123.34837729;4819267.919349746
780.0;0.06474;8309475.962575781;17017380.11376673;4185997.206700769
781.0;0.064823;8762347.665329961;16684286.36356888;3564440.504200026
782.0;0.064906;9209408.73807166;16361612.62778354;2958871.204949453
783.0;0.064989;9620964.40491834;15965713.87257057;2371233.124908018
784.0;0.065072;10006796.13387595;15515009.74845202;1775027.458191072
785.0;0.065155;10384151.08606581;15114692.27105211;1220656.471842833
786.0;0.065238;10725810.24170201;14543413.55577328;681099.8892480372
787.0;0.065321;11034666.8848749;13815522.47643686;168976.7290195412
788.0;0.065404;11288293.10147689;13193351.75487096;270366.24771928
789.0;0.065487;11540844.22811613;12529949.87914252;658891.0656256517
790.0;0.06557;11774451.06540103;11850886.69225638;1019105.869504559
791.0;0.065653;12027894.80139275;11194706.72747543;1363594.596435408
792.0;0.065736;12273778.57140023;10638619.26280943;1693053.652461497
793.0;0.065819;12539549.39201257;10173478.88889142;2011345.176592311
794.0;0.065902;12794532.49870658;9694218.92391763;2325572.804730047
795.0;0.065985;13031400.95155952;9303004.119405339;2625439.414792813
796.0;0.066068;13242210.74110989;8795010.857410844;2928303.119677308
797.0;0.066151;13441844.03100751;8484572.174838113;3211474.137702696
798.0;0.066234;13711990.0292744;8201851.159515668;3484562.056998398
799.0;0.066317;13945162.18544806;7993012.73392943;3750591.916842159
800.0;0.0664;14174842.96640635;7786968.442312422;4019284.555459113
801.0;0.066483;14620212.35762224;7907763.440971594;4284331.882663966
802.0;0.066566;15244104.2821668;8158182.523404065;4545761.261473587
803.0;0.066649;15984421.77622891;8851273.892932592;4802666.9824342
804.0;0.066732;16620434.35430037;8999602.685714873;5075582.955097209
805.0;0.066815;17227070.53559681;9810763.44270692;5327471.065941043
806.0;0.066898;17765380.1671971;9337160.753153957;5637609.910934403
807.0;0.066981;18164790.94744573;10010382.03378444;5906409.600064163
808.0;0.067064;18171857.61761405;9183540.741358249;6233521.94047199
809.0;0.067147;18447725.88186977;9311944.855684057;6539797.303790036
810.0;0.06723;17905319.02072834;8139636.293779028;6894086.083789834
811.0;0.067313;18029408.37994089;8121981.581552169;7212961.181647087
812.0;0.067396;17332517.6150676;6818251.665740576;7600181.004612422
813.0;0.067479;17375275.49024073;6780717.79878472;7937880.880639911
814.0;0.067562;16356418.27019008;5301209.703349114;8336735.934133018
815.0;0.067645;16603360.41419615;5315796.138815547;8750492.929384992
816.0;0.067728;15489027.93585627;4006214.586345671;9210536.550078824
817.0;0.06781100000000001;15884317.30744356;3906342.684395807;9641360.031838233
818.0;0.06789400000000001;15061349.59378041;2987629.737017935;10042690.48543707
819.0;0.06797700000000001;14832900.92282899;2591177.650041983;10383775.34770746
820.0;0.06806000000000001;14437570.74301542;1978435.103944171;10747232.6128716
821.0;0.06814300000000001;13801762.59664733;1387587.78019578;11061237.57346882
822.0;0.06822600000000001;13563286.61432932;912244.539699511;11359853.52996745
823.0;0.06830900000000001;13005045.39016573;411249.1792557792;11611659.84132345
824.0;0.06839200000000001;12612294.86272198;134997.0683186866;11846277.11517419
825.0;0.06847500000000001;12203249.26760686;522020.0055420683;12068916.58770147
826.0;0.06855800000000001;11752390.11951999;983005.6408774621;12314380.339425
