Time-Step;flow-time;tensao(plano-eletrodos-a);tensao(plano-eletrodos-b);tensao(plano-eletrodos-c)
398.0;0.033034;961.4525457948696;-588.1660412554415;-711.0135900241045
399.0;0.033117;953.0934798385525;-550.9193619373384;-745.5543418303032
400.0;0.0332;928.7856502962011;-494.7227675083862;-774.9057420881218
401.0;0.033283;895.071856711366;-419.6449569672401;-799.2802201252337
402.0;0.033366;852.2601295845087;-330.8508260117587;-820.0626901906727
403.0;0.03344900000000001;815.8168708478415;-248.9736650272658;-840.6584304162578
404.0;0.03353200000000001;780.9737662110501;-175.114275384034;-861.571095630993
405.0;0.03361500000000001;765.1084781213922;-123.5076209067722;-884.6419422832465
406.0;0.03369800000000001;758.2012843985444;-81.18629289611165;-908.2643231149061
407.0;0.03378100000000001;753.5827987864965;-49.55004157138129;-931.7188083800851
408.0;0.03386400000000001;760.3406268863874;-28.3305855517087;-955.1347632576204
409.0;0.033947;768.1275266516411;-12.05177899903038;-977.2060080127877
410.0;0.03403;784.1183067128167;5.039514104231119;-997.2108488079195
411.0;0.034113;790.1966192449902;14.52044657020938;-1015.153463920641
412.0;0.034196;808.5199662617945;35.8262565435134;-1029.772636137882
413.0;0.034279;810.8194310723966;38.87562533766575;-1045.118592327197
414.0;0.034362;831.2978505887787;63.38271073574455;-1055.925413389772
415.0;0.034445;831.9992080125917;68.5313018046403;-1067.991128386607
416.0;0.034528;846.0896012585125;93.41060961899701;-1074.721398424495
417.0;0.034611;852.8239987990648;105.9957923827827;-1083.779994712856
418.0;0.034694;857.9152718516596;128.5912224763037;-1090.22415439127
419.0;0.034777;863.8605128509882;148.142297389561;-1095.492955634129
420.0;0.03486;863.3353704608891;171.611344456367;-1099.260040971106
421.0;0.034943;868.0922744639445;194.7377292424819;-1100.06492230896
422.0;0.035026;865.9461070660769;219.4812557489694;-1098.587815061696
423.0;0.035109;865.1548898716874;245.0693471849412;-1094.530661034728
424.0;0.035192;860.9173830796587;271.8609002735975;-1089.084227509107
425.0;0.035275;858.3283399691655;296.9037983913953;-1084.627336089813
426.0;0.035358;852.7612672873602;319.3521422537246;-1077.79294175566
427.0;0.035441;847.2839343166991;337.2029698180558;-1072.630288662855
428.0;0.035524;840.4421537610853;351.6576486451626;-1067.473752150431
429.0;0.035607;832.9195784968016;364.0542545956803;-1058.448781016458
430.0;0.03569;822.9353054687691;375.6566899613476;-1052.427545036396
431.0;0.035773;812.6668093775253;387.2607586368694;-1043.820427469275
432.0;0.035856;798.7780719023588;399.2241957155256;-1032.735124483931
433.0;0.035939;783.7882436553681;411.3791998385071;-1023.909419973739
434.0;0.036022;766.4667205143094;423.6780826800272;-1010.502772863565
435.0;0.036105;746.4883836433572;436.3100957518814;-998.280379884741
436.0;0.036188;723.9157564261925;449.122934764919;-982.9704861346237
437.0;0.036271;698.9596789608765;461.5010905314225;-967.0571031238021
438.0;0.036354;671.7413880514033;473.2952087170198;-949.6112584228088
439.0;0.036437;642.3516227285585;484.0862502335078;-930.1607053603226
440.0;0.03652;610.2830469901909;491.756605728508;-908.0109442357581
441.0;0.036603;573.3712103379986;487.1151251258501;-876.0277656921754
442.0;0.036686;531.651641358347;469.4694056925906;-833.5540100761749
443.0;0.036769;486.0091319400237;438.6913097735948;-781.0449526334801
444.0;0.036852;436.8460651605381;396.7541608966555;-721.4227612319323
445.0;0.036935;386.1245471739812;354.1378513722156;-657.2810185386323
446.0;0.037018;336.3298550943053;322.2795332613621;-595.4580848352804
447.0;0.037101;286.9093497571797;296.919096323776;-540.9837673146233
448.0;0.037184;237.6746963031088;276.6874626588853;-498.5926060703636
449.0;0.037267;188.9498840874462;261.6661921311336;-454.4358677541929
450.0;0.03735;141.8941872600237;256.0841137590991;-424.0055458232318
451.0;0.037433;95.04028436960978;253.1867399689596;-390.0310032665769
452.0;0.037516;49.52858003337831;257.0793417297648;-370.9372106690137
453.0;0.037599;3.442368280486855;259.4678180162239;-340.7848679074569
454.0;0.037682;-41.19170388140279;268.2945293491665;-327.8198678364942
455.0;0.037765;-86.39946659762795;274.4530901430223;-302.5776508040485
456.0;0.037848;-130.3632784404045;285.8012172030543;-291.8484357912066
457.0;0.03793100000000001;-174.8273914829749;294.3963555443346;-269.1496081437913
458.0;0.03801400000000001;-218.2720902597517;306.2212139397844;-256.5916612876504
459.0;0.03809700000000001;-261.6919849620477;316.6594374661607;-237.6155164895973
460.0;0.03818000000000001;-304.7098497033667;328.3482014599189;-221.2890003934428
461.0;0.03826300000000001;-346.9312769449125;341.919857829224;-209.5556091021168
462.0;0.03834600000000001;-389.2062427567201;352.6331548827408;-186.7437172788153
463.0;0.038429;-429.8367767376958;368.4999873325726;-180.9642879514217
464.0;0.038512;-470.8818658945144;380.3836485764303;-159.3676143510468
465.0;0.038595;-510.386811280064;396.4525947496841;-152.4025362443525
466.0;0.038678;-549.8322310329105;409.6111912228096;-132.6711158310726
467.0;0.038761;-587.2672346463946;427.5757902315428;-127.7826682768067
468.0;0.038844;-624.9184484133566;440.678577083782;-107.925997843365
469.0;0.038927;-660.1478675643009;456.3466223068032;-98.86715316683508
470.0;0.03901;-694.5309502723659;470.2824404843331;-82.86363593112681
471.0;0.039093;-726.7729756487246;485.0182260253327;-70.21444269942039
472.0;0.039176;-757.7857236164606;498.952186429516;-55.5089717434674
473.0;0.039259;-785.9659684298641;513.7549248067025;-41.61194180628228
474.0;0.039342;-812.5411720091138;529.0638478065396;-27.474533677833
475.0;0.039425;-837.8716781913138;540.5547962395409;-10.94605751519191
476.0;0.039508;-860.4361559956476;548.4741578585223;6.373831449225153
477.0;0.039591;-880.302303175062;559.7739230682985;24.03561881591548
478.0;0.039674;-899.9079604308981;561.4379371798166;42.05615393484017
479.0;0.039757;-916.5596628290597;568.4964808890227;59.91329751359469
480.0;0.03984;-929.697250651167;572.132940682348;78.66853909974539
481.0;0.039923;-941.7147708918855;581.9220441879779;97.958060830588
482.0;0.040006;-953.163173151936;584.4977347972743;118.5624455217233
483.0;0.040089;-961.0294322113928;595.1294117985192;138.7935156761058
484.0;0.040172;-968.1862772481811;611.5463308150793;160.9567317808475
485.0;0.040255;-971.6317924488321;632.4215664133012;184.0661893554003
486.0;0.040338;-975.2858291023692;648.1643832766405;214.0622236851456
487.0;0.040421;-980.0070045669934;667.0052874998462;249.4069494700915
488.0;0.040504;-983.7370473354312;681.4395707817125;288.7169518893634
489.0;0.040587;-985.6968656258003;697.4217832307556;330.7639272583742
490.0;0.04067;-985.9702420761663;704.546891510655;373.1464311301959
491.0;0.040753;-985.0063882290078;705.9419732986006;415.4394654015739
492.0;0.040836;-983.2989614619203;705.9155516851133;457.5718768995523
493.0;0.040919;-980.4702226585708;697.4211078053318;498.7938795355662
494.0;0.041002;-978.0185237525769;692.6497867029996;540.4520101050721
495.0;0.041085;-975.160233958529;677.6627765964744;580.8187117874843
496.0;0.041168;-973.4967985723878;660.03324452694;620.549452905602
497.0;0.041251;-968.670317198088;634.2726428077323;659.3960124567783
498.0;0.041334;-965.3229357570483;604.067381062794;696.6015305770898
499.0;0.041417;-957.0992288060245;570.1688111579881;732.0966453990902
500.0;0.0415;-945.6641922390784;526.6874411671452;764.4440810848066
501.0;0.041583;-914.5269342875089;460.640298483973;791.2117458306448
502.0;0.041666;-904.1475437475395;404.9526680387681;818.0662222901062
503.0;0.041749;-836.0266862217103;296.4362787841276;834.8171009577918
504.0;0.041832;-842.0758517995272;256.3534473568859;861.8253181719722
505.0;0.041915;-786.2390879391078;154.5875661769496;877.007206054405
506.0;0.041998;-783.0503529500131;128.2205600033981;903.4083093639388
507.0;0.042081;-761.0666254931522;63.50672483467903;921.6568463211996
508.0;0.042164;-767.8829456861988;59.56890408841241;948.3668738616911
509.0;0.042247;-781.3437834548889;16.64175055674531;966.9976211391166
510.0;0.04233;-780.563827782477;17.87762595969663;990.7275487098558
511.0;0.042413;-815.210332441845;0.9164023200705073;1008.429554769114
512.0;0.042496;-800.0882916646158;-8.537673204149707;1025.745341152082
513.0;0.042579;-835.4042200208978;-27.38561237746546;1039.405097415209
514.0;0.04266200000000001;-826.0452010082482;-33.33527653054415;1053.296954475373
515.0;0.04274500000000001;-853.9172258488132;-58.14393446609348;1062.891005800191
516.0;0.042828;-849.1794378082085;-57.97485505942421;1074.201965152995
517.0;0.042911;-870.8641943160715;-89.60853495479203;1080.566230350012
518.0;0.042994;-869.2072902143993;-99.70245902283412;1088.01711256097
519.0;0.043077;-874.5023180740998;-126.6453329877472;1095.313832493519
520.0;0.04316;-881.4072683068731;-149.4422917302461;1099.040922200359
521.0;0.043243;-882.4881353504733;-174.4518805667281;1101.633992137368
522.0;0.043326;-883.5954938507155;-200.726025921964;1100.936961331013
523.0;0.043409;-881.4313977486742;-228.1776083781039;1098.017684872898
524.0;0.043492;-880.3367481476938;-255.3755129753801;1092.79783973722
525.0;0.043575;-872.6054432858955;-282.3199230239632;1087.645928214711
526.0;0.043658;-865.029276675659;-305.8089367717824;1082.839081977954
527.0;0.043741;-866.478388213024;-322.947226233474;1077.527752421402
528.0;0.043824;-849.9561061982477;-339.4593448312034;1071.140369176461
529.0;0.043907;-846.137243562264;-351.6869494932357;1064.959527503798
530.0;0.04399;-832.061994389001;-364.6014542691677;1056.610278602984
531.0;0.044073;-823.0557610895696;-376.4284522571591;1048.778013797005
532.0;0.044156;-809.7603302400835;-388.7374884667378;1039.400242165256
533.0;0.044239;-792.0160381800364;-401.8060079692164;1028.295794967978
534.0;0.044322;-774.9168008998166;-414.4716725486811;1016.916375150802
535.0;0.044405;-754.6075887089605;-427.8859886123645;1003.356391105777
536.0;0.044488;-731.7989987743507;-440.9307556823783;989.8494508875574
537.0;0.044571;-707.3376680835014;-453.5522062677071;972.7214892114309
538.0;0.044654;-681.1865423847984;-465.4781746397683;956.991336324532
539.0;0.044737;-652.3331633567703;-475.8467874101602;935.8571662342141
540.0;0.04482;-620.5483661995361;-481.4378385118452;914.6540910159306
541.0;0.044903;-583.240933926189;-473.8294526703826;876.252863993236
542.0;0.04498600000000001;-542.0771036337485;-454.6327413648777;839.5278425246292
543.0;0.045069;-496.443060339273;-420.9822538042387;776.1595867072592
544.0;0.045152;-450.8017870740504;-388.7909396876094;754.23782472485
545.0;0.045235;-400.4748631614451;-345.1877559575778;649.0294001969619
546.0;0.045318;-352.8192749803447;-319.9410077519473;607.8342955630688
547.0;0.045401;-303.2557609352285;-291.0863834256999;541.4723240063261
548.0;0.045484;-254.5563679252266;-271.8756597608972;500.4460950674659
549.0;0.045567;-205.6419290339676;-256.3420425031525;455.4495400785615
550.0;0.04565;-158.5346153170518;-250.381309557009;426.8222744308853
551.0;0.045733;-111.7386517252211;-247.1705036623996;395.9777609408974
552.0;0.045816;-66.25286373581557;-250.634377617015;377.1064418775626
553.0;0.045899;-20.64530143102392;-254.5324382116978;353.0305334285533
554.0;0.045982;23.99554406955691;-263.0087240706741;339.5503214241955
555.0;0.046065;68.76730089196883;-270.9342201645515;319.5661221193529
556.0;0.046148;112.8521361451161;-281.8497023615032;306.9836674444599
557.0;0.046231;156.9579026688582;-291.9505127349508;289.846548503084
558.0;0.046314;200.2683633317375;-304.4432302174567;278.8256748230373
559.0;0.046397;243.3659315094394;-316.4649547778765;264.6613567082446
560.0;0.04648;285.9043098266257;-330.0445590767661;253.4213499174635
561.0;0.046563;328.1887515298717;-343.9532762463809;242.1703068832657
562.0;0.046646;370.0849372023411;-356.3812077458293;225.2055085128972
563.0;0.046729;410.8738274837012;-372.0031324572097;218.8364000727142
564.0;0.046812;452.018347192011;-383.7737427645918;199.2439666602948
565.0;0.046895;491.6896612015167;-399.9792907203615;194.172103216445
566.0;0.04697800000000001;531.1357378059848;-413.1636984210587;177.9364535213072
567.0;0.04706100000000001;569.4684274047875;-428.2534038014101;168.8552612313416
568.0;0.04714400000000001;607.3922406027043;-441.4671421760103;152.766530147253
569.0;0.04722700000000001;643.0308437962358;-457.4288249351154;146.3941604451836
570.0;0.04731;678.0126384030991;-469.9537098481177;126.4602205685507
571.0;0.047393;709.7171583888049;-487.393689023247;126.3758347076955
572.0;0.047476;742.5167843190926;-497.4384231781557;95.38548707961245
573.0;0.047559;769.9755183017652;-518.6079376036135;112.1797405739016
574.0;0.047642;799.4307339647532;-524.3383100366067;61.73846733124899
575.0;0.047725;824.5120308053313;-538.3404426797179;61.59972706410053
576.0;0.047808;847.6796061872712;-548.2641467065409;33.9576347551554
577.0;0.047891;868.4950462231735;-558.2890388780024;23.79767154194291
578.0;0.047974;887.5926746482307;-565.9077435190734;0.4357718303818717
579.0;0.048057;905.120708046993;-571.5832231572458;-16.9190681641942
580.0;0.04814;919.830355064299;-574.8102890962426;-38.85463619694092
581.0;0.048223;933.1902585586696;-577.7917536229774;-60.51121217427823
582.0;0.048306;944.7528703883189;-583.1918327108375;-84.51488773173651
583.0;0.048389;954.7505602818187;-585.6929050401777;-107.6790009959566
584.0;0.048472;963.2635095260229;-594.951691065488;-132.505414337618
585.0;0.048555;969.845637357134;-606.2402310669215;-160.5185225088004
586.0;0.048638;972.8447243434248;-629.1154346159732;-192.0780074347562
587.0;0.048721;979.5129684389092;-640.9021562075025;-227.9140549435356
588.0;0.048804;984.3260090345517;-656.5706079416651;-267.8608906491872
589.0;0.048887;987.2497880494699;-673.8840720379143;-310.3926692001492
590.0;0.04897;987.0211763420048;-685.4116488008683;-353.4271449405636
591.0;0.049053;986.6985389299366;-690.1424509899583;-396.2746305205585
592.0;0.049136;986.1118689975765;-692.7064178353451;-438.8992681927135
593.0;0.049219;981.2664342837711;-689.0755809576045;-480.901699822143
594.0;0.049302;981.909628785379;-684.50714032236;-522.8668361438814
595.0;0.049385;976.432255959274;-678.9742289935292;-564.6488325093325
596.0;0.049468;976.6129039211787;-661.8052192090819;-604.656458366702
597.0;0.049551;969.1995300794052;-638.7097423534955;-643.7590445868018
598.0;0.049634;968.5230348964435;-611.1978118037638;-681.9066578678079
599.0;0.049717;955.5325829973634;-577.9037942905092;-717.9362013636121
600.0;0.0498;941.902411018805;-522.4866252348315;-748.2625077497147
601.0;0.049883;898.9685526628496;-456.3471601312768;-775.4729705771773
602.0;0.049966;868.0537420496155;-360.4291627692667;-796.1763341301792
603.0;0.050049;828.1786130480826;-315.2797219885588;-824.2913680682453
604.0;0.050132;801.0038446489349;-197.5449657892064;-839.2300344380089
605.0;0.050215;774.8404288245009;-181.2780931033547;-870.0373462905711
606.0;0.050298;763.1268534543466;-92.43945513254273;-886.5449940270236
607.0;0.050381;767.2716930670427;-104.9420103722319;-919.3265722806701
608.0;0.050464;765.1337814928731;-45.9096629986613;-937.6219878927863
609.0;0.050547;777.0773421576845;-52.97085919279006;-965.4016896833115
610.0;0.05063;780.7779733975615;-8.992621399777486;-982.4913531252405
611.0;0.050713;797.5207997010639;-29.20467843715529;-1007.932877075773
612.0;0.050796;811.3952635610854;17.34200803813712;-1020.074352620241
613.0;0.050879;822.0957474764723;-1.020202223688148;-1040.682372025694
614.0;0.050962;830.2822084409119;39.48308528225897;-1054.014576082971
615.0;0.051045;845.1311528866281;31.42460298978839;-1064.569861768492
616.0;0.051128;859.436849323742;71.46583587430887;-1070.391418100353
617.0;0.051211;861.8882843363523;70.81501980236929;-1081.037587150145
618.0;0.05129400000000001;874.8945830926848;102.0010267588367;-1087.532657158759
619.0;0.05137700000000001;872.9005090718229;118.3932913147705;-1094.661120258816
620.0;0.05146000000000001;895.1548659318514;140.0233569038647;-1098.980848363396
621.0;0.05154300000000001;873.9809290349513;167.1737398667952;-1102.40706709197
622.0;0.05162600000000001;889.1323288403346;191.3975756910766;-1103.399619734132
623.0;0.051709;870.2813002965518;221.0157658861137;-1100.41763351686
624.0;0.051792;883.8789230737563;245.4489264812158;-1097.514964872081
625.0;0.051875;865.5175015078416;273.716139535273;-1091.737039805636
626.0;0.051958;870.9251178897966;294.5415112129289;-1086.109915460956
627.0;0.052041;860.3498467315853;314.0285196309175;-1082.371913311316
628.0;0.052124;853.6204872646964;329.7184507881824;-1076.283670679788
629.0;0.052207;846.7965821841427;343.2558002238521;-1068.735105319973
630.0;0.05229;840.3201598285783;355.5241978586936;-1062.398749386578
631.0;0.052373;824.2992434044594;369.4566773636547;-1052.980582649115
632.0;0.052456;815.6947570220415;381.4236483337932;-1045.042923874116
633.0;0.052539;797.674818920544;395.2122058958253;-1033.998936243761
634.0;0.052622;780.827646833408;408.2889217660379;-1022.293352776321
635.0;0.052705;761.4095805259959;421.9294377055859;-1011.168430562664
636.0;0.052788;740.4721616657748;435.5335494367334;-995.3503330860508
637.0;0.052871;716.5206943331335;448.7801668692811;-982.945438969662
638.0;0.052954;691.4478625027291;461.2430976878961;-961.6523204753214
639.0;0.053037;663.9071085871142;473.3565120666473;-950.3301080901571
640.0;0.05312;633.9189745428125;482.5824769956278;-921.380849535354
641.0;0.053203;599.8431396500066;484.269438078317;-903.3686483337052
642.0;0.053286;560.3205078257635;470.4690983770939;-852.1042366272092
643.0;0.053369;517.8905550324048;448.1408377026044;-824.6352902278303
644.0;0.053452;469.7469548757692;406.3212537118673;-741.2156167114425
645.0;0.053535;421.9114142478971;368.9633791198872;-704.3209079733751
646.0;0.053618;371.9696235474021;332.8487412344206;-616.7873510983665
647.0;0.053701;324.4436066706533;310.2702056351977;-580.5176271324316
648.0;0.053784;274.0655014427512;280.7789454524319;-511.0119663544486
649.0;0.053867;226.0141122431737;267.4254442487716;-481.7198473641521
650.0;0.05395;177.2427253588332;253.5964605257566;-432.8686685313204
651.0;0.054033;130.9183868239071;251.6328203186443;-410.9496967455096
652.0;0.054116;84.47654327277725;250.4486556079554;-381.1521065511873
653.0;0.054199;39.24757737473963;255.5163016391039;-364.3566902515502
654.0;0.054282;-6.136730114446522;260.6463432579176;-341.9675264643036
655.0;0.054365;-50.57046314850909;270.1040501391971;-329.3971173723421
656.0;0.054448;-95.25419216542136;278.3037639041679;-309.6325945520959
657.0;0.054531;-138.9855992684002;290.2678025163456;-299.3518407454421
658.0;0.054614;-182.9130694756159;300.6205997250786;-281.5911355117532
659.0;0.054697;-225.7977964887708;314.0503495130782;-272.7885133371178
660.0;0.05478;-268.9199200624706;325.39057257838;-255.8528660082215
661.0;0.054863;-311.18246299193;339.5055726298435;-247.2810210826472
662.0;0.054946;-353.4261222131113;351.6581876627031;-230.6616430022327
663.0;0.055029;-394.637555194169;366.3240809910554;-222.1623487789852
664.0;0.055112;-435.7156187976909;379.1368843443779;-207.0488040427025
665.0;0.055195;-475.8217500294851;394.0985663562854;-198.9203810663182
666.0;0.055278;-515.6776732692879;407.7611740634291;-183.431693988775
667.0;0.055361;-554.2449970218712;422.6649491783987;-175.1234632328188
668.0;0.055444;-592.4107012804319;436.7273956057806;-158.771408143186
669.0;0.055527;-629.0349499601657;451.102138751258;-149.2463619465501
670.0;0.05561;-664.5389869673103;464.2097679099374;-132.64991601227
671.0;0.055693;-697.286025173268;479.9768165740658;-125.8522536627786
672.0;0.05577600000000001;-730.4710864497255;491.5461441590988;-103.5855375209088
673.0;0.05585900000000001;-760.5304589238795;507.4658305255678;-99.51251385785159
674.0;0.05594200000000001;-789.0142051624769;517.8368919484697;-72.73274071263884
675.0;0.05602500000000001;-814.9060913075044;533.1745453895555;-68.98319791431264
676.0;0.05610800000000001;-839.4308545792369;542.6594841615348;-42.07127517674704
677.0;0.056191;-860.633012971635;554.1977698332769;-32.23676802347151
678.0;0.056274;-880.7734989744474;563.6733809030369;-9.196814628062357
679.0;0.056357;-898.5965128242098;570.9519765378038;7.314637982035217
680.0;0.05644;-914.5960449415985;576.2094631775051;29.54078096552779
681.0;0.056523;-926.8428524284576;583.1461857526921;50.30528982910101
682.0;0.056606;-939.7470449013751;585.1241487105166;73.65502322723975
683.0;0.056689;-951.1072839913733;587.7296158317613;96.44440079981038
684.0;0.056772;-960.1971884367927;590.2950186232041;122.2481727476718
685.0;0.056855;-967.2711261156611;604.1123315926895;148.886563229133
686.0;0.056938;-971.9977158945154;617.1455923214121;179.050984813284
687.0;0.057021;-976.8684685672948;638.5474860109338;213.4904820450767
688.0;0.057104;-982.7008954873837;648.8531483745303;251.6894623644519
689.0;0.057187;-987.0586404336619;668.8111337149511;293.576128484361
690.0;0.05727;-987.2390244405354;681.7540018149327;336.4469234717797
691.0;0.057353;-987.0144439093183;692.2128242540707;379.6754521826417
692.0;0.057436;-986.8306446161105;693.0406351303114;422.0939976650519
693.0;0.057519;-984.9034364006119;695.3955022146097;464.7461885324926
694.0;0.057602;-979.8814785419553;686.5034055472345;506.084643236655
695.0;0.057685;-979.9216061028588;686.3752492259969;548.5486759529892
696.0;0.057768;-975.0144415108679;671.8397978800018;589.0523093411512
697.0;0.057851;-976.7328671077371;652.6957163094535;628.6778665612694
698.0;0.057934;-965.8737211288942;625.6901983203322;667.0601997088374
699.0;0.058017;-964.3941557589353;596.4952071319374;704.4964416638209
700.0;0.0581;-948.7637854047797;552.6684557911475;737.8020847020767
701.0;0.058183;-924.8625878610734;497.0904385671105;767.0518087827137
702.0;0.058266;-883.2957514400894;408.9665035783455;789.7523999535463
703.0;0.058349;-855.8451904844533;345.1435769621956;815.1876406568831
704.0;0.058432;-809.0235524523197;235.7940305138957;831.509086153378
705.0;0.058515;-810.6209959235437;231.4589237707993;865.0329701692818
706.0;0.058598;-765.7481414969185;116.3681407035276;877.5624121919051
707.0;0.058681;-805.256059024493;152.7122662671081;915.5022562975695
708.0;0.058764;-745.904459634179;51.52423153053486;926.6260270133
709.0;0.058847;-809.418103223835;88.85226271806422;960.8954648875135
710.0;0.05893;-756.6521308251305;13.28030240155641;972.5742928098693
711.0;0.059013;-794.3421035923233;29.93759452582009;998.6899119090065
712.0;0.059096;-792.2916659934891;-13.10681758864721;1011.563131145736
713.0;0.059179;-808.019088549395;4.919219708985778;1032.678907743954
714.0;0.059262;-824.437495484093;-42.31786099102393;1041.013654433333
715.0;0.059345;-827.9570615039004;-23.0375915445365;1059.029354781338
716.0;0.059428;-848.8960631766895;-68.9585007308729;1064.410394133651
717.0;0.059511;-849.3578352485312;-60.37003883171347;1076.831237067922
718.0;0.059594;-866.0989830300812;-97.14294815098685;1081.619366329338
719.0;0.059677;-874.4477899412009;-110.3001463750854;1089.285974961974
720.0;0.05976;-867.2846107716553;-137.6361832897326;1094.055283882415
721.0;0.059843;-882.5496029661606;-158.2357157898659;1100.024552209208
722.0;0.059926;-876.3796641956204;-183.1600437744943;1101.470592816053
723.0;0.06000900000000001;-879.7179719158152;-208.4784840774783;1100.16525646215
724.0;0.06009200000000001;-872.225611526106;-236.2271045750811;1096.849920088195
725.0;0.06017500000000001;-873.1876337465393;-262.2992649058309;1091.40539262056
726.0;0.06025800000000001;-867.5728681100205;-287.9178107372426;1085.820159524065
727.0;0.06034100000000001;-862.6777419894847;-309.3617334135014;1081.271356790253
728.0;0.06042400000000001;-856.8443633340163;-326.6693850690244;1076.54825573834
729.0;0.06050700000000001;-846.0057844776701;-341.6495723016103;1068.36869312684
730.0;0.06059;-846.7851835204912;-352.4543671974216;1063.352915203203
731.0;0.060673;-828.4527417317285;-366.1299981019373;1054.041300263771
732.0;0.060756;-820.0593835035048;-377.6347282437704;1046.548450787774
733.0;0.060839;-805.0657627128235;-390.1691226444993;1036.312244349559
734.0;0.060922;-787.8335272039072;-402.6799963934497;1026.147674982493
735.0;0.061005;-769.7718868545309;-415.4501401239843;1014.22104025414
736.0;0.061088;-749.793674182691;-428.3996151387634;1000.725452995358
737.0;0.061171;-726.5094429522106;-441.9019900124513;987.0094678436546
738.0;0.061254;-701.8420227572075;-454.1167765654954;969.8561772353102
739.0;0.061337;-675.3256917742217;-466.3265905585765;953.9050727705868
740.0;0.06142;-646.4246693347916;-476.4092378143184;931.7958734174183
741.0;0.061503;-614.3865142542347;-482.2237692390837;910.5692051665144
742.0;0.061586;-576.5939991358023;-473.9464880202892;870.9751811072382
743.0;0.061669;-535.1237372444944;-454.6197340989291;834.2121849654346
744.0;0.061752;-488.9143291590155;-420.3380823359002;769.800799210425
745.0;0.061835;-441.3203909569107;-382.4051361608533;727.7604593686797
746.0;0.061918;-391.3506811163655;-341.3902276561951;640.7046365303182
747.0;0.062001;-344.2020363051307;-319.2673317180145;604.5623885008878
748.0;0.062084;-294.0388420578753;-289.1558346588466;531.9691030555211
749.0;0.062167;-246.1181658336118;-273.8022125595921;501.2005154435879
750.0;0.06225;-196.9336730404567;-257.709673244154;449.071022038738
751.0;0.062333;-150.6963860972788;-256.1400869909564;429.720638036974
752.0;0.062416;-103.5160300164914;-251.6222360461939;393.6153597299111
753.0;0.062499;-57.67790518234572;-253.7521166957987;372.3325026775134
754.0;0.062582;-12.15018787200027;-257.9758265276571;350.6509361738881
755.0;0.062665;32.69849734244539;-265.6115646297037;334.879719351732
756.0;0.062748;77.3865459918635;-273.7846880290616;317.0939128159195
757.0;0.062831;121.5663941371259;-284.2634415005047;303.2328780124617
758.0;0.062914;165.4693720103702;-294.9656389442777;287.93970602191
759.0;0.062997;208.8080967427107;-307.0312690395054;275.736977329308
760.0;0.06308;251.8198891936851;-318.9360766407278;261.4981900193249
761.0;0.063163;294.4771444521867;-332.1218022872571;250.241429751271
762.0;0.063246;336.8465059158231;-344.9891680395571;236.5716312087693
763.0;0.063329;378.224608527242;-359.3314005108768;226.6755682599825
764.0;0.063412;419.3913700138423;-372.6587420626139;212.7282563106047
765.0;0.063495;459.7603596146156;-387.29443174415;203.3057592653315
766.0;0.063578;499.8284740326185;-401.3867006441284;188.953763796778
767.0;0.063661;538.839225817783;-415.7979952529942;179.217128627369
768.0;0.063744;577.0920254937063;-430.525283427914;164.8307035104604
769.0;0.063827;614.6002352075201;-444.4684148277149;153.521499130605
770.0;0.06391;650.4460424868944;-458.1613158956777;138.9490846293696
771.0;0.063993;684.7477760981283;-472.4204169091903;127.7712904044935
772.0;0.064076;717.4210723826769;-485.6448118525612;111.4969889979349
773.0;0.064159;748.8430570735952;-500.2791862449424;100.8210787090272
774.0;0.064242;777.6982270618566;-512.5395477582038;81.9813124621954
775.0;0.064325;804.3611832758168;-528.0670514941496;73.77083231549213
776.0;0.06440799999999999;829.8476328374966;-538.5897227127955;50.07984934584391
777.0;0.064491;852.2258882812155;-550.0540129174033;38.91547374153451
778.0;0.064574;872.8849270363581;-559.0190554603549;17.48917929336772
779.0;0.064657;891.1369576709257;-566.7390936470753;0.08938982324552688
780.0;0.06474;908.0013706521219;-573.9004311695076;-20.62313538046433
781.0;0.064823;921.6647623664971;-577.5170815869944;-41.87443394177961
782.0;0.064906;934.7996313832158;-578.8740198148545;-64.29144236579118
783.0;0.064989;946.1648136594742;-583.7478348184628;-88.76984308278101
784.0;0.065072;955.5308488424643;-590.3885295813019;-112.6934233414971
785.0;0.065155;964.6265615397888;-591.9667600882175;-138.8069386793951
786.0;0.065238;971.1015567885429;-604.1487090475878;-167.6807476648296
787.0;0.065321;974.4408495719246;-625.9700072228517;-199.9791313324255
788.0;0.065404;980.7110747037028;-639.2261997888301;-236.4018454250748
789.0;0.065487;985.3329301531121;-654.7375928863835;-276.6751256051008
790.0;0.06557;988.3540331650437;-670.3735270901067;-319.0841981311394
791.0;0.065653;987.81587058447;-683.2366802439441;-362.1108766174254
792.0;0.065736;987.499795960172;-689.8030070303963;-404.982513685288
793.0;0.065819;985.6589029521;-689.6500888144101;-447.2202642726866
794.0;0.065902;982.315211683563;-688.9816517252178;-489.4183143292737
795.0;0.065985;980.4173329064923;-679.6639672587353;-530.6754229827833
796.0;0.066068;977.2876740997623;-677.0951087249713;-572.6821627186775
797.0;0.066151;976.6237307886945;-659.0828584845494;-612.5243621610996
798.0;0.066234;970.0506565895759;-637.8471959091986;-651.8445205045932
799.0;0.066317;965.8907489286455;-609.7573192881702;-689.5513817468473
800.0;0.0664;959.8862602471806;-579.5154082675656;-725.8907681199994
