"termopar-temperatura"
"Time Step" "termopar-temperatura etc.."
("Time Step" "termopar-temperatura" "calorimetro-temperatura-vol-med" "flow-time")
10 300.0000000000005 299.9999999999964 5e-05
20 300.0000000000747 300.0000000000357 0.0001
30 300.0000000028086 300.0000000005182 0.00015
40 300.0000000234406 300.0000000032306 0.0002
50 300.0000001025753 300.0000000126291 0.00025
60 300.0000003254776 300.0000000383521 0.0003
70 300.0000008358142 300.000000094889 0.00035
80 300.0000017396559 300.0000001935206 0.0004
90 300.0000030543562 300.0000003409179 0.00045
100 300.0000047474789 300.000000540346 0.0005
110 300.0000067705319 300.0000007931521 0.00055
120 300.0000090779242 300.000001099791 0.0006000000000000001
130 300.0000117003652 300.0000014957706 0.00065
140 300.0000145465195 300.0000019627452 0.0007000000000000001
150 300.0000177848105 300.0000025034884 0.00075
160 300.0000214766122 300.0000031229466 0.0008
170 300.0000255705523 300.0000038217047 0.0008500000000000001
180 300.0000299973551 300.0000045982472 0.0009000000000000001
190 300.0000346833174 300.0000054491978 0.0009500000000000001
200 300.0000395601399 300.0000063700251 0.001
210 300.0000445613086 300.0000073552342 0.00105
220 300.000049630289 300.0000083993716 0.0011
230 300.0000547300637 300.000009497895 0.00115
240 300.0000598440852 300.0000106474494 0.0012
250 300.0000649721072 300.0000118459519 0.00125
260 300.0000701223822 300.000013092047 0.0013
270 300.0000753065088 300.0000143850583 0.00135
280 300.0000805372346 300.0000157247848 0.0014
290 300.0000858254557 300.0000171111305 0.00145
300 300.0000911752715 300.0000185437299 0.0015
310 300.0000965861767 300.0000200220381 0.00155
320 300.0001020551168 300.0000215453908 0.0016
330 300.0001075787943 300.000023113065 0.00165
340 300.0001131548194 300.0000247243936 0.0017
350 300.000118781658 300.0000263787687 0.00175
360 300.0001244587568 300.0000280756712 0.0018
370 300.0001301863938 300.0000298146568 0.00185
380 300.0001359652671 300.0000315953437 0.0019
390 300.0001417951807 300.0000334172621 0.00195
400 300.0001476739022 300.0000352798307 0.002
410 300.000153599142 300.0000371825002 0.00205
420 300.0001595701677 300.0000391248306 0.0021
430 300.0001655879078 300.0000411065146 0.00215
440 300.0001716543616 300.0000431273581 0.0022
450 300.0001777718668 300.000045187237 0.00225
460 300.000183942531 300.0000472860547 0.0023
470 300.0001901678473 300.0000494237111 0.002350000000000001
480 300.0001964484646 300.0000516000557 0.0024
490 300.00020278418 300.0000538148972 0.00245
500 300.0002091741752 300.0000560679848 0.0025
510 300.0002156171785 300.0000583590169 0.00255
520 300.0002221114277 300.0000606876391 0.0026
530 300.0002286553923 300.0000630535148 0.00265
540 300.000235248621 300.0000654563829 0.0027
550 300.0002418921222 300.0000678961076 0.00275
560 300.0002485882823 300.0000703726898 0.0028
570 300.0002553405442 300.0000728862637 0.00285
