Time-Step;tensao-a;tensao-b;tensao-c;flow-time
970;-362.2009189402843;491.5327679762833;-175.7179333724636;0.004850000000000001
980;-388.9350080104991;504.2399690539272;-158.878822811588;0.004900000000000001
990;-414.5374012058435;521.7902150326202;-145.6592599214437;0.00495
1000;-439.2724181403577;532.3059846681589;-129.1960165566345;0.005000000000000001
1010;-465.6595448631848;551.3875610532808;-117.9816364201191;0.005050000000000001
1020;-489.8839453412324;554.6276732373771;-96.53267241538677;0.0051
1030;-515.8908277841654;567.8937354776631;-80.97707492624615;0.005150000000000001
1040;-543.286508331791;581.4716130730837;-64.33296995745336;0.005200000000000001
1050;-567.7041914389703;592.3136253767889;-48.92065218479586;0.00525
1060;-590.8587364185362;603.2802254516317;-34.32241618500894;0.005300000000000001
1070;-615.5329344158902;612.1407053499147;-17.91018069358651;0.005350000000000001
1080;-637.3513165411767;619.9495371487222;-2.391192455924579;0.0054
1090;-659.4756759224391;626.1969721878864;13.81749349124647;0.005450000000000001
1100;-679.2201784581986;633.2641630929622;28.56656946108336;0.005500000000000001
1110;-699.6484126952969;640.2013848614752;43.45436295526419;0.00555
1120;-718.5006910792891;645.8973962542613;58.37904679575671;0.005600000000000001
1130;-721.8512829208549;646.0665599050167;63.58837447397548;0.005650000000000001
1140;-727.7328195698851;651.5711535055888;70.44467621388524;0.005700000000000001
1150;-742.3617836132794;662.4494889915563;79.95575704290373;0.005750000000000001
1160;-757.497083561466;662.057544595491;101.0662678495162;0.0058
1170;-773.1449661841135;671.0636076194832;114.9628521105563;0.005850000000000001
1180;-791.5020739997345;686.5409419884614;121.0187505854582;0.005900000000000001
1190;-804.4075508435238;679.8349085026813;143.5963838095896;0.00595
1200;-820.8082145226666;686.087600279472;151.0299995321329;0.006000000000000001
1210;-832.219497461218;684.9511364297331;168.9585602438682;0.006050000000000001
1220;-843.1362173767986;688.0060584346644;180.0941383916092;0.0061
1230;-847.9989259065277;686.4130690260839;190.867224534883;0.006150000000000001
1240;-842.5989810090763;678.7754351045626;197.5624526629676;0.006200000000000001
1250;-805.1172708394772;644.4741830204189;184.8230939263313;0.00625
1260;-624.8525703116396;518.012605053997;109.2582702709589;0.006300000000000001
1270;-469.969970086542;409.110753283601;34.39547340625293;0.006350000000000001
1280;-390.19702596458;362.2827249159986;4.675453450970434;0.0064
1290;-348.8814318241649;329.0486692547465;-18.62074996104848;0.006450000000000001
1300;-323.7442751252335;313.0085861444928;-28.19550170123441;0.006500000000000001
1310;-312.8602878917256;302.9577791739827;-35.14472874362342;0.006550000000000001
1320;-306.7144833914869;298.2257850798021;-36.92629566746192;0.006600000000000001
1330;-305.3751339948548;294.6763962949818;-37.21332642374313;0.006650000000000001
1340;-306.6974730662897;293.20190150479;-33.66390538575037;0.006700000000000001
1350;-310.496186704956;290.6696097628671;-21.23491609415533;0.006750000000000001
1360;-317.8273718850378;284.1236767935675;-3.002899232003705;0.0068
1370;-328.5511986014754;273.4183269115744;20.96618320003751;0.006850000000000001
1380;-341.5607079022663;260.1722003329089;48.76371820455638;0.006900000000000001
1390;-355.3003626861785;246.1770864062963;78.0302965841626;0.00695
1400;-366.9415919513918;234.8980328551384;110.6701711330542;0.007000000000000001
1410;-379.2044526761971;223.7724597986146;142.7325631125288;0.007050000000000001
1420;-393.017761653395;211.0974742204271;172.3836994964762;0.0071
1430;-406.059460561321;198.884464407021;201.8157815123535;0.007150000000000001
1440;-417.3806947410781;187.7247139109004;230.5805304276483;0.007200000000000001
1450;-425.604069259818;178.7136602406508;259.5842049097822;0.00725
1460;-433.7567672659396;168.6348771067222;285.2314002177228;0.007300000000000001
1470;-440.1782661508725;159.1675429944262;307.048489690074;0.007350000000000001
1480;-445.0362016625793;150.2606474991883;324.2722790517267;0.007400000000000001
1490;-447.932742590442;142.7526428553288;337.6313258852715;0.007450000000000001
1500;-449.6233524654535;136.4418375680323;348.8424605606992;0.007500000000000001
1510;-451.2190169588657;130.3428101804787;358.68833576449;0.007550000000000001
1520;-452.6271541204222;124.4973532383405;369.5917679841058;0.007600000000000001
1530;-454.7383563721372;118.3736542955058;382.1797360230127;0.007650000000000001
1540;-457.9952220832203;111.2137594102268;395.2810470061568;0.007700000000000001
1550;-461.6204720189455;103.7042076594094;409.4333856283906;0.007750000000000001
1560;-464.7577854234923;96.56493124185739;423.7845914673069;0.007800000000000001
1570;-468.5240459701604;88.69509685960664;436.7952785975639;0.007850000000000001
1580;-471.9696349920997;80.98173296679794;450.291767275259;0.007900000000000001
1590;-475.4002280531925;72.93751167183632;464.3067613129583;0.00795
1600;-478.8619705768581;64.83694118803496;479.0759798616568;0.008
1610;-482.6132568157639;56.6256657986066;493.9535850894734;0.008050000000000002
1620;-486.0252901881538;49.20665227071745;509.8139463923796;0.008100000000000001
1630;-490.2042133336691;41.86552660661881;525.616875179516;0.008150000000000001
1640;-495.3219089696938;34.867316646638;541.6947077879547;0.008200000000000001
1650;-502.5402283439626;27.33476042339434;556.5224443356331;0.00825
1660;-510.8216022755885;20.86480439804211;571.8575993204686;0.0083
1670;-519.4761661925497;15.8768893457394;588.1402749098114;0.008350000000000002
1680;-527.3593031121961;12.41083848674515;605.2198374698305;0.008400000000000001
1690;-535.2028489793378;8.500364637534096;621.0975694620319;0.008450000000000001
1700;-543.6868383154393;2.889874638383373;634.8125270602096;0.008500000000000001
1710;-550.2678229386432;-2.179489895767313;648.7783563259595;0.00855
1720;-555.6418156306622;-7.948482970239756;662.7238817955771;0.0086
1730;-560.4385897376062;-14.32477917036562;675.9147415402642;0.008650000000000001
1740;-564.058964829914;-20.92613071089192;687.2132764496275;0.008700000000000001
1750;-566.2196941056934;-26.60168467059989;696.4008642379808;0.008750000000000001
1760;-567.9490115978771;-32.29231462536557;704.6459914948048;0.008800000000000001
1770;-568.8170537944114;-37.25105046801264;710.9040011023762;0.00885
1780;-568.4036482984102;-40.32928195552329;713.3894656311311;0.008900000000000002
1790;-565.2120415211205;-39.26768872782966;707.685535789465;0.008950000000000001
1800;-554.0909585996652;-26.11081656191059;680.608489630195;0.009000000000000001
1810;-540.8097472390612;-11.79645586120738;648.1580282242957;0.009050000000000001
1820;-531.3269932704422;-3.405139850917668;626.3639263485215;0.0091
1830;-525.1167764039056;2.127712331899413;612.1944121761904;0.009150000000000002
1840;-522.0680621068516;6.280196727089384;603.5493852330198;0.009200000000000002
1850;-521.5483699325512;10.14076148652243;597.7410566214393;0.009250000000000001
1860;-524.4855921116848;10.83919991761856;599.6502142344839;0.009300000000000001
1870;-525.1188168044569;14.54715187362835;597.2028717744281;0.009350000000000001
1880;-527.3660008854284;16.00078493649473;595.6117007574206;0.0094
1890;-527.1777460237269;18.82497872002333;589.7296711673625;0.00945
1900;-523.723455435833;23.36088480479841;591.0991624386692;0.009500000000000001
1910;-529.5701601577737;15.4343234197486;614.0762541770372;0.009550000000000001
1920;-526.5991367571987;17.55844004449238;609.4082791386007;0.009600000000000001
1930;-525.6664682194505;16.56447826315828;604.7499369195918;0.009650000000000001
1940;-518.528276582089;21.87806215563185;592.4952199081305;0.0097
1950;-519.0342360171451;18.37103194662606;593.2598647072664;0.009750000000000002
1960;-515.473768042226;19.23235854792191;592.5325035725589;0.009800000000000001
1970;-521.5049423823853;8.35652064815212;612.0131310694428;0.009850000000000001
1980;-517.167059580259;10.93338702859095;607.1951691717579;0.009900000000000001
1990;-512.6580391053722;13.85449069439604;598.1551011770377;0.009950000000000001
2000;-511.0392280812304;13.3630896682663;597.9731665528461;0.01
2010;-509.7009820155822;12.98739352142436;596.5940520454481;0.01005
2020;-508.7996831038652;12.35117277214171;596.2855673664149;0.0101
2030;-507.7732333175895;12.40049089753994;595.2878998542752;0.01015
2040;-504.4955774334497;15.41324494684164;589.8853374819998;0.0102
2050;-503.7006127405066;16.0718020017255;587.8020280588507;0.01025
2060;-503.5670408143698;16.35572362916647;587.1665411424483;0.0103
2070;-504.3113893588105;15.88789605215707;588.5224096128552;0.01035
2080;-506.0290927486579;14.74575878225647;591.4550325042702;0.0104
2090;-506.9708161394521;13.91029074740574;593.6626189562691;0.01045
2100;-508.5069436650034;12.85221203434018;597.3302974535322;0.0105
2110;-509.2562788926126;11.89001031073141;600.7206584642917;0.01055
2120;-510.0402635063228;11.09331303879858;603.1893807146422;0.0106
2130;-510.8706531332914;10.1803082378771;605.1990679820865;0.01065
2140;-511.2318520087585;9.311125547020344;606.7354083458077;0.0107
2150;-511.7591880064742;8.471076682719698;607.5581690162736;0.01075
2160;-510.8412382044816;8.091147367020886;606.9395646578629;0.0108
2170;-509.6240061539114;6.669375644161122;606.3912565584666;0.01085
2180;-506.5301110258968;4.093055162574593;604.7718454329168;0.0109
2190;-501.4004249533235;1.099086558101464;602.2580769933519;0.01095
2200;-494.2492283460638;-3.568795251340743;597.8720999487133;0.011
2210;-485.1490826096253;-9.264713737223042;591.6090760120923;0.01105
2220;-474.3899493657098;-15.26276775369226;585.8158400809353;0.0111
2230;-462.6519791377646;-22.72690999802342;578.4312705131206;0.01115
2240;-451.042311666095;-30.01358768745762;571.9501844401042;0.0112
2250;-440.2961385696466;-37.57753037699618;564.8014423960234;0.01125
2260;-429.6744937372644;-43.94032979768323;559.308301690018;0.0113
2270;-419.6382330581825;-48.62165970922328;554.8212403166619;0.01135
2280;-410.2723820605819;-53.20214969290364;550.3223767953084;0.0114
2290;-402.4298127643447;-57.55996413123442;545.4834998651349;0.01145
2300;-394.8167421861513;-60.98279805258037;541.9209892472082;0.0115
2310;-388.1982242570895;-64.41593224130069;538.2775335423984;0.01155
2320;-382.0903662084521;-67.24519221625087;535.1990806975435;0.0116
2330;-375.8767229508001;-70.0469392765613;532.0469308643961;0.01165
2340;-369.5819775729871;-72.92822586483163;528.5393522855626;0.0117
2350;-362.3374425289922;-75.19579944633853;525.4420332140677;0.01175
2360;-355.3097932305797;-78.21903187128282;521.7105510252117;0.0118
2370;-347.7881304967137;-82.79583891608983;516.3400975642425;0.01185
2380;-339.1006829830843;-87.57004527552515;510.5683062014763;0.0119
2390;-329.1448242012211;-91.82464545762429;505.4404069374357;0.01195
2400;-319.3716756426318;-96.64575898886865;499.50744162687;0.012
2410;-309.6589291402798;-100.8767810164296;494.2219494448209;0.01205
2420;-299.4902244221788;-104.7943971232535;489.028410214052;0.0121
2430;-284.0669242809182;-112.194263370579;480.7029433033102;0.01215
2440;-265.2332863288353;-122.1786519630327;470.1299299962511;0.0122
2450;-244.1567735615185;-133.3024106526223;457.9058839516042;0.01225
2460;-221.0040406179225;-145.6925198954225;444.5476973212663;0.0123
2470;-194.6379736353369;-157.6018725640823;431.5020453622323;0.01235
2480;-165.7635049270596;-168.521787936301;418.9157104759265;0.0124
2490;-135.8391238435347;-179.4154342809497;406.5475688083863;0.01245
2500;-105.4689133999931;-190.525055477611;394.0999385673001;0.0125
2510;-76.52985958730181;-203.3732448068944;379.3677554771864;0.01255
2520;-47.30344785033619;-216.2442433094218;363.9659663579054;0.0126
2530;-17.34951408020435;-228.5291613201063;349.225254680246;0.01265
2540;12.66437197755535;-240.7583255933177;334.9359316692209;0.0127
2550;42.46127188849285;-253.3875670747853;320.8714423759538;0.01275
2560;71.73047811957547;-266.4778218574485;306.3608673959221;0.0128
2570;100.8653823491015;-279.4842229988478;291.2371089309764;0.01285
2580;129.7200026739562;-292.7903937665579;275.7598664825065;0.0129
2590;158.5566575896148;-305.8680690025113;260.1590254046932;0.01295
2600;188.1852431061411;-318.1138879995494;245.0752644854906;0.013
2610;217.7469732130471;-330.4818438343983;230.051393932492;0.01305
2620;247.5384625987021;-342.4293188609384;215.1257365312401;0.0131
2630;277.0106207407341;-354.7092672074965;199.9341633409598;0.01315
2640;304.9005599695726;-368.3998392157758;184.7374957611385;0.0132
2650;332.8602373401814;-380.7620531597613;168.4883363846439;0.01325
2660;360.2108803942655;-391.6959716919864;153.9466687763066;0.0133
2670;384.3542344462899;-403.8051704498865;138.3086255149427;0.01335
2680;407.6582410531697;-412.3048419819021;126.3104782179548;0.0134
2690;422.3755825464309;-421.6607681476462;113.982574900137;0.01345
2700;426.6672993657639;-422.8192921837575;109.3555727418294;0.0135
2710;385.1957554924812;-403.3055676314609;123.803777181027;0.01355
2720;302.9496696703138;-362.8471693399934;158.4341882766869;0.0136
2730;232.2161018002725;-332.707145330112;184.1696082189787;0.01365
2740;199.8104080803703;-315.2055734556473;198.7175550395099;0.0137
2750;191.5039968427394;-309.6999955651521;201.9152936645904;0.01375
2760;198.1792492954396;-313.0060845539174;196.6047936082594;0.0138
2770;216.7742742777712;-322.8927513595052;184.8294402202836;0.01385
2780;225.1837901908366;-325.713203649952;179.0199570551019;0.0139
2790;220.0499512905388;-322.3888966973255;178.9338646222755;0.01395
2800;219.7110491257023;-320.8677305417813;177.1822450732063;0.014
2810;219.5572277780477;-319.6088626803834;175.1194299273098;0.01405
2820;225.701487839438;-322.3700356314957;169.3767983919778;0.0141
2830;233.9383195994376;-327.055193861338;161.4756414747042;0.01415
2840;234.8821441061696;-326.7798630556874;157.6793249880207;0.0142
2850;238.0329726146815;-327.175502260264;153.5616397964847;0.01425
2860;238.7855424801678;-325.7063266469855;150.6075534150096;0.0143
2870;235.3391155191194;-319.3414206158521;149.874605681388;0.01435
2880;224.8690439066161;-307.5242715795104;151.5360133260745;0.0144
2890;218.0837585209459;-300.1388579762615;151.5242531509796;0.01445
2900;214.9097800840235;-296.3763074985418;151.3009302097456;0.0145
2910;214.7863423259132;-295.3586622224461;150.8884792931519;0.01455
2920;215.9582378382652;-295.1874001899622;149.7610923666589;0.0146
2930;217.8875721278515;-294.8616691874983;147.3577970395054;0.01465
2940;219.4666676130053;-293.4494259267042;144.0602199529294;0.0147
2950;223.700953979757;-292.9104656907262;137.3766375733467;0.01475
2960;228.7863288058772;-291.0498902632198;128.2466025858098;0.0148
2970;235.0084297076007;-288.4296142492855;114.9827019565415;0.01485
2980;242.8541664333811;-283.7561603040466;99.58076169374789;0.0149
2990;252.2106510831199;-278.7679570879307;81.97801566280472;0.01495
3000;264.0025187652629;-271.9330164223447;60.38295926719255;0.015
3010;277.0015776882418;-263.5258995518825;35.01540822635312;0.01505
3020;290.0866839983668;-254.5813293242298;6.261172813313224;0.0151
3030;304.199785210834;-244.3600921432525;-24.22555861963057;0.01515
3040;319.946351320555;-232.7286482627815;-55.70554900779768;0.0152
3050;336.645741411822;-219.9225247153854;-87.38076570990376;0.01525
3060;355.0307215491515;-205.5596194763825;-118.1752562324211;0.0153
3070;373.9069193287702;-190.5351746795459;-148.8354740253525;0.01535
3080;393.1825547065724;-175.1338779411175;-179.5235680150647;0.0154
3090;411.7602297236193;-160.0729791718431;-210.7116932440309;0.01545
3100;430.9797996886762;-144.2645343538218;-241.3050736442525;0.0155
3110;448.4428115990311;-130.0644394816344;-273.5514591682353;0.01555
3120;465.9716657812788;-115.4811174179189;-305.5143922550114;0.0156
3130;483.3031029700975;-100.9595250479779;-337.6598832519158;0.01565
3140;500.3755102950131;-86.44407377100575;-369.7641293829172;0.0157
3150;517.061553645313;-72.16781643888058;-401.975305987067;0.01575
3160;533.7112084166787;-57.74828783010238;-433.9108890997332;0.0158
3170;550.1952846868809;-43.4797113356756;-465.9119758392189;0.01585
3180;566.365916665767;-29.35519908051019;-497.8536969556936;0.0159
3190;582.3102613228408;-15.24164055327866;-529.6121706093018;0.01595
3200;598.3552806370142;-1.135210610983287;-561.3864436900573;0.016
3210;614.3190866448891;13.50703714537666;-592.1699623873117;0.01605
3220;630.6664231124578;28.318308169074;-622.6194870041536;0.0161
3230;646.518621792545;42.91707601346194;-652.9009403354515;0.01615
3240;662.8608045811433;58.0726219519667;-683.7037853632378;0.0162
3250;679.0611944639702;73.34814944122697;-714.3959680177313;0.01625
3260;693.6091755303697;86.92128615180953;-743.7265617714188;0.0163
3270;706.8149808177504;99.37302156642077;-769.7029146190041;0.01635
3280;720.6512988333986;112.4825642239224;-791.1041524542718;0.0164
3290;731.8433426809264;123.2826959590508;-813.6394969653874;0.01645
3300;744.3747664352481;135.3052448120005;-835.8952301499904;0.0165
3310;756.6914727426775;147.1915893920282;-857.4848825562266;0.01655
3320;767.3036429190151;158.2351590965587;-873.3406747159859;0.0166
3330;773.0933187349248;163.7345311464051;-880.8529334794779;0.01665
